sample_id,longitude,latitude,year_of_sampling
GF3S01701a,24.48,61.4,2014
GF3S03528a,81.84,43.23,2015
GF4S01217b,113.354,34.84568,2015
GF4T440otu,-36.91,-10.79,2018
FMS23115v2,-120.28,50.93,2010
FMS25013v2,14.07,60.94,2014
GF3S05225a,-61.709441,47.487346,2011
N1650,9.689242409,55.61045139,2014
FMS21770v2,10.238754,51.267973,2012
GF3S02358a,121.2927,51.1402,2017
FMS05376v3,115.00036,36.25369,2015
GF4S21606b,26.69698,58.36755,2014
GF4T1450otu,72.6,35.51,2015
GF4S20924b,25.585856,58.365659,2016
GF3S05704a,16.800567,49.318893,2014
GF4S02930b,100.167,27.167,2015
S008932,17.750305,66.023694,2009
GF3S01417a,26.18096232,58.13151339,2016
FMS00339v3,8.821667,50.15861,2014
S000636,145.59963,-17.02313,2012
GF4S19772b,22.68044,57.07765,2019
GF3S02823a,13.110873,56.700918,2014
S003306,-94.84192,46.74806,2012
FMS25429v2,22.57,66.54,2014
FMS16BI0616v2,118.7278044,-34.30320667,2013
GF4T863otu,-20.58,74.48,2019
S005763,5.263889,51.236111,2009
S000657,45.36419,-22.56647,2010
GF3S01362a,24.03989056,59.37664116,2016
FMS26679v2,22.83214,58.48656,2012
GF4S20449b,26.692656,58.399936,2015
FMS16BI1567v2,116.14246,-32.51827,2016
GF4S20116b,26.7264,58.5301,2014
GF4S03451b,101.016,24.533,2015
GF4S21071b,26.68439937,58.23762199,2016
GF3S02318a,121.8087,50.9866,2017
GF3S05193a,52.1326,36.3133,2018
FMS16BI0375v2,145.895516,-41.533383,2013
FMS26574v2,21.94149,58.26765,2012
GF4S09990b,141.45,39.32,2015
GF4S17581b,94.42694444,29.6497222,2018
GF3S00736a,-2.97938,37.081,2013
GF3S05095a,49.33555555,55.61583333,2016
N1532,8.507933548,56.24883484,2014
FMS12395v2,10.31900538,51.1942783,2011
GF4S20509b,25.179611,58.915266,2015
FMS16BI1495v2,150.4564183,-33.70503742,2015
GF4S20284b,22.924297,58.378154,2015
GF3S05663a,16.734936,49.287695,2014
GF4S21427b,26.4493,57.6567,2013
GF4T950otu,14.38,60.89,2019
GF4S02496b,9.445434938,48.38299188,2011
FMS05339v3,111.89003,32.52867,2015
N0518,117.908,29.127,2011
FMS24293v2,5.63,52.25,2016
GF4T1259otu,25.16,66.17,2019
GF4S19261b,13.87,57.84653703,2016
GF4S03766b,100.167,27.167,2015
GF4S21005b,23.4343709,58.62853367,2016
FMS16BI1675v2,120.257423,-30.68535,2016
FMS25358v2,22.48,66.58,2014
GF4S03879b,101.016,24.533,2015
GF4S03200b,101.016,24.533,2015
GF4S02415b,9.37684713,48.39142098,2011
S009209,16.76111792,49.3077972,2013
GF4S16437b,-85.37,42.38,2015
GF4S19637b,26.2109,58.1996,2017
GF4S21914b,15.6664303,50.2244547,2018
FMS10582v2,-66.869982,17.973813,
FMS08118v3a,138.8315,35.9194722,2016
GF4S03899b,101.016,24.533,2015
GF4S02880b,100.167,27.167,2015
FMS22721v2,-89.41,49.07,2011
GF4T494otu,7.94,45.97,2019
N1533,8.388856329,56.16729256,2014
GF3S03550a,-83.5065,35.6942,2017
GF4S03626b,100.167,27.167,2015
N4219,130.46,31.31,2015
FMS00454v3,5.735833,52.10028,2014
FMS23022v2,-95.15,31.11,2012
GF4S21127b,24.0119391,59.22915378,2016
GF4S21353b,27.314478,58.272478,2017
GF4S20967b,24.79904,59.41085,2016
N1716,10.89727399,55.74078685,2014
GF4S02424b,9.455662505,48.40197195,2011
GF4S20474b,25.74195,58.391298,2015
GF4S20723b,26.999301,57.625778,2015
S000684,-73.096796,-44.07439,2011
GF4S20535b,22.800584,58.993798,2015
S000577,-69.8975,-4.0086,2011
GF3S09309b,12.6401353,50.2319303,2015
FMS24084v2,124.9,41.85,2013
FMS00528v3,14.439722,46.45528,2014
GF3S02400a,122.0858,50.9454,2017
N0639,117.909,29.125,2011
GF3S08506b,20.187345,47.918885,2017
FMS17309v2,-1.717695,38.791855,2006
GF3S02384a,121.1963,50.9032,2017
GF4S19901b,27.32429,58.27644,2011
FMS23553v2,-126.31,52.32,2008
GF3S00681a,-2.98583,37.00702,2014
GF4T1061otu,99.95,8.55,2019
GF3S01504a,8.374675037,46.56938698,2017
S009055,17.716848,66.141895,2009
FMS17701v2,91.95,32.93333333,2011
S001694,22.76667,58.83333,2011
FMS16BI1744v2,147.20049,-42.55598,2014
GF4S19240b,14.3,58.35431089,2016
GF3S03536a,120.19,30.32,2015
GF4S12214b,-0.399212085,39.81873953,2014
GF4T1706otu,-99.19,19.29,2018
GF4S03890b,100.167,27.167,2015
GF4S19561b,26.76935,58.01056,2013
GF4S03348b,100.167,27.167,2015
GF4S21403b,27.5112,59.0618,2013
GF4S02662b,13.84731137,52.91734663,2011
GF4S03146b,101.574,21.612,2015
FMS23325v2,-122.61,54.35,2008
FMS21785v2,10.224485,51.268042,2012
N3707,-123.2666667,54.3333333,2014
N1896,144.819,-35.4895,
GF4S20348b,27.525909,58.126246,2015
GF4S20630b,26.272726,57.955749,2015
N1806,12.53898782,54.96620118,2014
GF4S03834b,101.016,24.533,2015
GF4S04083b,101.016,24.533,2015
GF4T655otu,17.37,67.62,2014
GF4T1095otu,11.1,60.27,2020
GF4S01993b,18.848083,68.330444,2008
FMS16BI1178v2,149.0097,-35.8766833,2014
GF4S01130b,117.7053056,37.02925,2014
FMS12381v2,9.349436605,48.49960223,2011
FMS16BI0466v2,148.7967667,-35.42325,2013
FMS26202v2,22.19456,58.11009,2012
GF4S03227b,101.016,24.533,2015
GF4S03736b,101.016,24.533,2015
GF4S21059b,26.45794038,59.30702267,2016
FMS23010v2,-95.15,31.11,2012
GF4S02920b,101.016,24.533,2015
S005831,5.263889,51.236111,2011
GF4T553otu,42.62,43,2015
GF4T1713otu,-95.32,16.11,2018
FMS16BI1911v2,150.72173,-33.61572,2015
GF4T433otu,-38.81,-8.68,2018
GF3S01516a,8.37627003,46.56937801,2017
GF4S20781b,26.96401,58.382365,2015
GF4S17737b,138.80233,35.94339,2014
GF3S00203a,11.097,47.033,2016
FMS11850v2,-105.38,39.99,2012
FMS21721v2,10.311229,51.271436,2012
FMS24740v2,-71.3317636,42.4093993,2013
GF4S01930b,101.2,37.6166667,2012
FMS11707v2,-61.718659,47.481228,2011
GF3S02354a,121.2927,51.1402,2017
GF3S02124a,121.25,51.43333333,2014
GF4T751otu,121.29,24.16,2010
GF4S04036b,101.016,24.533,2015
GF4S03727b,101.574,21.612,2015
GF4T296otu,-79.22,22.3,2017
GF4S20274b,22.843367,58.580017,2015
N0700,117.91,29.126,2011
FMS23091v2,-120.28,50.93,2010
GF4S14485b,16.71916517,49.27026736,2017
FMS25197v2,13.96,62.66,2014
GF4S03998b,101.574,21.612,2015
GF4S13341b,4.4216,50.7506,2019
GF4T27otu,-75.47,6.71,2012
FMS25018v2,14.07,60.94,2014
FMS17332v2,8.673783,35.167767,2010
FMS17252v2,58.6695,36.696167,2010
S001696,22.76667,58.83333,2011
S000740,119.42985,30.33869,2011
GF4S02057b,18.849,68.328056,2008
S006180,147.34958,-9.44475,2011
S000790,133.15603,43.27805,2010
GF3S01416a,25.51400833,58.33114836,2016
S006158,29.58333,67.76667,2011
GF4S20418b,24.043841,59.383398,2015
FMS15715v2,90.39916667,31.37444444,2011
GF4S21814b,24.8779,59.4698,2017
GF4S17404b,11.06,47.44,2016
GF4S19885b,26.319457,58.748047,2017
GF4S20498b,25.69482,58.140109,2015
GF4S02812b,100.167,27.167,2015
FMS23569v2,-126.31,52.32,2008
GF3S05828a,14.70868677,48.66555302,2015
N1676,12.27208167,55.95692068,2014
FMS02385v3,29.58333333,67.7666667,2013
S000643,116.02197,5.48864,2012
GF4S04003b,101.574,21.612,2015
GF4S20541b,22.829189,58.792501,2015
GF4T626otu,27.28,57.96,2013
GF4S03907b,101.574,21.612,2015
FMS21806v2,10.238754,51.267973,2012
GF3S05080a,118.5,32.05,2017
GF4S17768b,-64.75069444,-32.0390278,2014
FMS22799v2,-122.61,54.35,2008
GF3S00745a,-3.34748,36.93338,2014
GF4S20887b,23.830305,59.185868,2016
GF4S20121b,24.84865,57.1525,2014
GF3S02293a,121.3361,50.9252,2017
GF4S21650b,22.56574,58.85375,2015
GF4S15844b,-72.1875,42.4836111,2016
FMS25920v2,22.44777,58.3539,2012
GF4S20819b,26.879972,57.85263,2015
FMS16BI0511v2,123.7349,-17.50701667,2011
GF4T593otu,27.46,59.08,2013
GF4S01184b,115.0357778,36.28433333,2015
GF3S05657a,16.710087,49.305557,2014
FMS24716v2,-73.2508238,42.1290612,2013
GF4T933otu,-2.85,57.01,2012
GF4S20523b,22.939254,58.8653,2015
GF4S02969b,101.016,24.533,2015
N3692,-123.2666667,54.3333333,2015
S000208,5.372778,51.125833,2009
GF3S06555a,10.57,46.701944,2016
GF4S19682b,26.88825,57.93885,2017
GF4S02478b,9.318719503,48.37010376,2011
GF4S21338b,26.6443,58.3592,2020
GF4S17455b,102.0440278,29.59418333,2014
GF3S08449b,7.416666667,60.55,
FMS21741v2,10.31103,51.27151,2012
GF4T816otu,35.11,31.34,2019
FMS16BI1180v2,149.01025,-35.8769333,2014
FMS16BI0052v2,149.0083,-35.8811,2014
GF3S02830a,13.110873,56.700918,2014
FMS24286v2,5.63,52.25,2016
GF4S21933b,15.0943339,50.6255125,2018
GF4S21220b,26.52324,58.35534,2019
GF4S20539b,22.803321,58.761815,2015
GF4S17430b,102.0969139,29.60827222,2014
FMS16BI0495v2,132.0354,-22.43503333,2011
FMS24689v2,-73.3378848,42.4750834,2013
GF4S20920b,25.59288,58.360027,2016
GF3S06728a,128.463275,38.032124,2018
GF3S09313b,12.6793169,50.2420728,2015
GF4S17478b,101.9867194,29.57226667,2014
GF4S21740b,26.42818,59.25517,2015
N4029,119.0073944,29.65273333,2015
GF3S10218b,11.19,43.08,2017
GF4S03068b,101.574,21.612,2015
FMS00604v3,8.604567,50.30862,2014
GF4S14450b,16.71767847,49.27898345,2017
GF3S09288b,12.6793169,50.2420728,2006
GF3S00795a,-3.35489,36.92413,2013
S000514,53.15841,57.09869,2011
GF4T1702otu,35.39,-1.6,2018
GF4S03109b,100.167,27.167,2015
GF4S21399b,27.5162,59.0619,2013
FMS00647v3,14.978333,46.32111,2014
FMS21697v2,10.31103,51.27151,2012
GF4S19251b,15.54,57.79859393,2016
FMS23001v2,-95.15,31.11,2012
GF4T488otu,8.57,45.79,2019
S005901,5.263889,51.236111,2011
GF4S12238b,-0.473717649,39.91868358,2014
GF4S02845b,101.016,24.533,2015
GF4S21406b,27.5019,59.0579,2013
S000704,-67.44128,-54.48728,2011
GF3S06556a,10.5925,46.692222,2016
FMS16BI0251v2,148.7850833,-35.44535,2013
N2022,-110.516686,38.003108,
GF3S00759a,-3.3389,36.96588,2014
GF4S13226b,4.4222,50.7512,2019
FMS16BI0067v2,149.01165,-35.8748166,2014
N1561,8.21282134,55.79507753,2014
GF3S06746a,128.463275,38.032124,2018
FMS22727v2,-89.41,49.07,2011
FMS19522v2,84.30094444,43.06497222,2015
GF4S21395b,27.4371,59.1006,2013
FMS11793v2,-61.754859,47.43331,2010
GF4S20576b,24.035084,58.617214,2015
S001779,23.31667,58.55,2011
GF4S13131b,4.4631,50.8132,2019
GF4T1570otu,38.4,-5.07,2016
FMS16BI0368v2,140.7596,-34.04319,2013
GF4S13185b,4.4236,50.75,2019
GF4S03060b,101.016,24.533,2015
FMS24295v2,5.63,52.25,2016
FMS16BI1612v2,119.142832,-32.814728,2016
FMS16BI0362v2,140.7064,-34.03715,2013
GF3S09266b,112.83,22.57,2018
GF4S10843b,5.85,45.11,2014
S000668,29.45,-19.8833,2012
GF4S21666b,25.26525,58.80102,2015
GF4S21833b,23.82621,59.24028,2018
FMS00610v3,14.529722,48.40528,2014
GF4S02558b,10.42077395,51.2765094,2011
GF4S02975b,101.016,24.533,2015
FMS21787v2,10.238748,51.267749,2012
S008707,17.846592,65.954818,2009
S008859,17.819018,65.96866,2009
GF4S20638b,26.601199,57.520914,2015
N0763,117.908,29.124,2011
GF4S20260b,23.165822,58.675789,2015
N1757,10.31710074,55.12083699,2014
S001798,23.551006,58.555214,2011
GF3S09251b,112.83,22.57,2018
GF4S21373b,26.555425,58.326308,2017
S000631,-82.4336,8.68,2012
S008905,17.749183,66.14522,2009
FMS24987v2,14.29,61.19,2014
FMS16BI0247v2,148.9320833,-35.6055,2013
GF4T706otu,-98.04,19.27,2015
FMS11484v2,9.931472421,46.49633659,2014
S000516,25.313889,66.670278,2013
FMS16BI0139v2,150.5940691,-35.17371885,2012
GF3S09294b,12.6584281,50.2383325,2010
GF4S02020b,18.848083,68.330444,2008
GF4S21306b,27.04099,58.05234,2020
GF4S01619b,4.90409,50.86578,2018
GF4S16764b,21.31689,69.51724,2013
GF3S05770a,14.70370355,48.66751012,2015
FMS25216v2,15.28,63.19,2014
FMS16BI1192v2,149.0076,-35.881,2014
GF4S15890b,-72.1875,42.4836111,2016
S005714,5.263889,51.236111,2009
S006154,29.58333,67.76667,2011
N0826,117.91,29.127,2011
FMS15024v2,-69.77,-54.77,2009
GF3S05816a,14.70494027,48.66344805,2015
S00D510,27.31735,58.27091,2011
GF4S21559b,21.9648,58.3325,2014
GF4T447otu,-37.48,-11.66,2018
GF3S01384a,26.3716,58.27961,2011
GF3S06547a,10.583611,46.682778,2016
GF4S02597b,10.46586146,51.09295393,2011
S000995,18.816002,68.354395,
GF4S11383b,-116.4801,62.4914,2015
GF4S20478b,25.463703,58.477372,2015
FMS24921v2,14.13,60.96,2014
FMS08088v3a,138.7976944,35.9149167,2017
S001751,22.76667,58.83333,2011
FMS22974v2,-95.15,31.11,2012
GF4S20130b,22.2878,57.6288,2014
FMS11776v2,-61.755804,47.43036,2010
FMS23044v2,-95.15,31.11,2012
S000779,22.81871,58.28062,2013
GF4S19615b,26.93328,58.25645,2012
GF4S01140b,114.979,36.28419444,2014
FMS25111v2,15.27,63.23,2014
GF3S05134a,1.046111,41.339167,2012
FMS17703v2,91.95,32.93333333,2011
GF4S02881b,100.167,27.167,2015
FMSA8F1061v2,-79.85,9.15,2012
GF4S19236b,14.96,60.3024673,2016
FMS22980v2,-95.15,31.11,2012
S001759,22.76667,58.83333,2011
FMS26049v2,21.99088,58.26558,2012
FMS26079v2,22.44765,58.35375,2012
GF4S19565b,26.48628,58.23698,2013
S009257,16.61116838,49.29714876,2013
N1530,8.507933548,56.24883484,2014
GF3S00790a,-3.34703,36.93335,2013
GF4T416otu,-61.8,16.31,2018
S001603,17.63694,60.43444,2008
GF3S08344b,7.416666667,60.55,
GF4T42otu,-75.19,4.88,2019
N4199,130.46,31.31,2015
FMS23059v2,-95.15,31.11,2012
S009124,17.749183,66.14522,2009
FMS16BI0061v2,149.01025,-35.8769333,2014
GF4S19896b,27.03222,58.12324,2011
GF4T923otu,51.08,25.86,2018
FMS05390v3,114.979,36.28419,2015
GF4S17748b,138.81961,35.95736,2014
FMS00434v3,19.371389,42.565,2014
S009049,17.766267,66.139609,2009
FMS23096v2,-120.28,50.93,2010
GF4S13065b,9.439200708,48.39587586,2015
FMS16BI1091v2,132.84315,-12.70607,2013
GF3S01410a,27.0525,58.0405,2014
GF4T784otu,-71.61,-41.43,2012
FMS26676v2,22.83214,58.48656,2012
FMS16BI0084v2,150.268179,-33.652818,2014
GF4T1049otu,100.07,20.03,2020
N1890,146.347,-34.6507,
GF4T1539otu,41.69,43.45,2016
GF4S21906b,15.4468,49.1857,2017
GF4S02599b,10.45493741,51.10805619,2011
S008790,17.84593,65.955791,2009
FMS23399v2,-120.35,50.88,2010
GF4S20863b,24.928578,59.205782,2016
GF4T721otu,46.85,-24.76,2010
FMS23355v2,-120.35,50.88,2010
S000952,8.46667,46.63333,
FMS15022v2,-69.77,-54.77,2009
GF4T1454otu,77.2,32.91,2015
GF4S01678b,4.9604,50.86249,2018
FMS20291v2,24.17,61.51,2011
GF4T298otu,-77.04,21.51,2017
N0659,117.907,29.123,2011
N0701,117.91,29.126,2011
FMS08132v3a,138.8315,35.9194722,2017
GF4S19593b,25.29783,59.24056,2013
GF4T573otu,42.67,43.09,2015
FMS24080v2,124.9,41.85,2013
N1469,10.2409176,57.59655266,2014
GF4T466otu,-44.67,-22.4,2018
S009248,16.64813256,49.26306429,2013
GF4S21276b,26.8855,58.25424,2020
GF4S16289b,-93.21,45.43,2017
GF4S19652b,26.656205,58.740535,2017
GF4S04060b,101.574,21.612,2015
S000531,47.00013,-24.95139,2010
GF4T1740otu,83.04,51.12,2018
FMS25334v2,22.63,66.5,2014
FMS25187v2,13.96,62.66,2014
FMS16BI0064v2,149.01088,-35.8748666,2014
FMS24745v2,-71.3317636,42.4093993,2013
GF4S19878b,26.557575,58.417659,2017
FMS25103v2,15.27,63.23,2014
GF4T333otu,9.32,0.57,2018
FMS24743v2,-71.3317636,42.4093993,2013
GF4T1213otu,146.78,-43.18,2013
GF4T1659otu,73.4,33.93,2018
GF4S10745b,5.777071,52.014828,2016
GF4S20442b,24.91857,59.096977,2015
GF4S20276b,22.852675,58.589028,2015
GF4S19557b,122.0386111,51.8372222,2021
GF4T1691otu,151.27,59.57,2018
FMS16BI0027v2,119.9183889,-33.87711111,2013
GF4T726otu,2.19,9.26,2010
GF4S03488b,101.016,24.533,2015
GF4S19724b,26.398581,58.112031,2017
S009299,16.699755,49.305549,2013
GF4S03340b,101.016,24.533,2015
GF4S19333b,23.1,67.4752065,2016
S009287,16.65740556,49.3111101,2013
FMS16BI1207v2,142.27515,-34.42796,2014
N3710,-123.2666667,54.3333333,2014
GF4T948otu,26.02,66.61,2019
FMS00628v3,8.609433,50.30873,2014
GF4S02527b,10.47321979,51.07323751,2011
GF4T1338otu,50.89,34.69,2012
GF4T602otu,26.57,57.67,2013
FMS16BI0021v2,119.7221389,-33.72838889,2013
FMS16417v2,15.525,50.7575833,2013
GF4S20742b,25.233075,59.179688,2015
FMS16BI1038v2,143.97764,-39.66524,2013
GF4S11329b,-112.6686,60.1361,2015
GF3S05120a,-84.16,10.27,2015
GF4S21228b,26.6557,58.36329,2018
FMS16423v2,15.70698333,50.7211167,2013
S005204,9.415217623,48.36934576,2011
GF4S20862b,24.971383,59.223065,2016
FMS24705v2,-73.2508238,42.1290612,2013
FMS12318v2,17.5215,60.1029,2012
S005732,5.263889,51.236111,2009
GF4S20787b,25.696773,58.691568,2015
S009265,16.65293883,49.32502104,2013
N2009,-2.039614,37.6339,
GF4T456otu,-40.01,-19,2018
FMS22854v2,-82.25,46.75,2011
GF4S11359b,-117.1347,61.6239,2015
S000589,147.36922,-9.42183,2011
N1485,8.642470696,57.06436271,2014
GF4T156otu,132.46,-13.04,2011
GF3S01439a,27.03222,58.12324,2011
GF4S10809b,5.89,45.11,2014
GF4S02968b,100.167,27.167,2015
GF3S02189a,124.9408667,41.85,2014
N1447,10.07802317,57.58822589,2014
S005790,5.263889,51.236111,2009
FMS25055v2,14.21,60.95,2014
S000674,31.06442,-20.13699,2013
S009224,16.74571583,49.30214773,2013
FMS11854v2,-105.38,39.99,2012
GF4S19248b,15.54,57.79859393,2016
FMS17219v2,142.556909,-34.204296,2010
GF4S02571b,10.31294671,51.24264396,2011
GF4S20917b,26.886468,58.390576,2016
GF4S17556b,124.3333333,51.7,2018
GF4S21543b,26.5561,58.3701,2013
FMS22966v2,-95.15,31.11,2012
S005846,5.263889,51.236111,2011
FMS16BI1223v2,152.427209,-28.227565,2014
GF4S02639b,13.83543792,53.14908648,2011
GF4S21937b,27.045556,58.288889,2014
GF4T1099otu,23.9,63.4,2020
FMS00552v3,19.527222,42.9975,2014
GF4S20963b,24.99532,59.615525,2016
S001166,4.709229,52.822073,2010
GF4S03445b,100.167,27.167,2015
GF4S12631b,126.7282834,33.4780278,2015
GF4T105otu,-5.13,33.31,2015
GF3S05697a,16.779675,49.314014,2014
FMS11483v2,9.931472421,46.49633659,2014
N1900,145.758459,-33.35119,
FMS23121v2,-120.28,50.93,2010
GF4S02846b,100.167,27.167,2015
GF4S03178b,101.574,21.612,2015
GF4S20062b,23.9901,58.3457,2014
GF4S03004b,101.574,21.612,2015
FMS16BI0019v2,119.4345278,-33.80952778,2013
FMS08055v3a,138.7976944,35.9149167,2016
N4232,130.46,31.31,2015
GF4S03941b,100.167,27.167,2015
GF4T1117otu,23.42,70.11,2020
GF4S20789b,25.851675,58.40486,2015
GF4S19928b,27.33773,58.276,2011
N0773,117.908,29.124,2011
FMS16BI0543v2,141.9765,-35.11641,2012
GF4S21991b,48.464653,-18.978997,2016
GF4S19362b,-78.8339,-2.936,2017
GF4S03967b,100.167,27.167,2015
GF3S00754a,-3.33313,36.95207,2014
GF4S19927b,27.33773,58.276,2011
FMS16BI0154v2,118.7205022,-34.24008889,2013
GF4S20510b,25.179611,58.915266,2015
GF4S16421b,-85.37,42.38,2015
GF4S03885b,101.016,24.533,2015
FMS17671v2,94.26666667,35.7,2011
FMS22775v2,-89.39,49.07,2011
GF4T402otu,-65.91,18.45,2018
GF4S17820b,-83.08076,35.58786,2013
GF4S21927b,14.5405472,50.6190522,2018
GF4S11357b,-116.8351,61.7345,2015
GF4S15385b,112.1666667,23.1666667,2016
GF4T540otu,42.7,43.04,2015
FMS05355v3,114.17215,33.42341,2015
FMS05381v3,116.99994,35.00517,2015
FMS00456v3,13.466389,48.57139,2014
FMS24781v2,24.70361111,68.4877778,2011
N0710,117.91,29.126,2011
FMS24296v2,5.63,52.25,2016
GF4S17657b,138.8249,35.95049,2014
N1933,144.580937,-35.351175,
FMS17628v2,99.46666667,35.43333333,2011
N3673,-123.2666667,54.3333333,2015
S00D602,26.4148,57.6457,2013
FMS21797v2,10.238938,51.26789,2012
GF4T535otu,42.72,43.08,2015
GF4S19255b,15.56,60.63115615,2016
GF3S02095a,128.0833333,42.4,2014
S000620,-59.910361,5.296917,2011
GF4S17751b,138.81928,35.91358,2014
GF4S17727b,138.79769,35.91492,2014
GF4S17725b,138.79973,35.91565,2014
GF4S11527b,-117.0406,61.6777,2015
S003446,-121.61869,42.79305,2012
GF4T961otu,80.54,73.34,2019
FMS06197v3,101.28432,21.90843,2013
GF3S09308b,12.6584281,50.2383325,2015
GF4S20581b,23.690746,58.686175,2015
GF3S09314b,12.6793169,50.2420728,2015
GF4T36otu,-73.43,5.77,2019
GF4T445otu,-37.26,-10.97,2018
GF4T1427otu,-82.95,9.86,2013
GF3S03496a,108.24,22.6,2015
GF3S05810a,14.707853,48.6658366,2015
S009278,16.655187,49.321654,2013
FMS24773v2,24.70361111,68.4877778,2011
N4317,114.65,22.57,2017
FMS21750v2,10.311438,51.27173,2012
GF4T1346otu,99.72,27.8,2014
N1854,-96.88,31.48,
FMS23173v2,-120.42,50.85,2010
GF4S03681b,101.016,24.533,2015
FMS06294v3,-84,30.75,2014
FMS23413v2,-120.35,50.88,2010
GF4S03783b,100.167,27.167,2015
FMS12380v2,9.236548625,48.37578824,2011
FMS26613v2,22.32023,58.28365,2012
GF4S13355b,4.4393,50.7652,2019
GF4T386otu,-149.22,63.71,2018
N3669,-123.2666667,54.3333333,2015
GF4S20499b,25.68184,58.140754,2015
FMS11794v2,-61.754005,47.445294,2010
GF4T1225otu,-79.07,36.04,2012
FMS16BI1581v2,116.15891,-32.53487,2016
FMS16BI1729v2,141.65258,-13.97474,2015
GF3S05263a,-61.748936,47.470815,2011
GF4S21114b,24.14483316,59.25535402,2016
GF3S09208b,11.87559444,51.3915694,2016
GF4S03858b,100.167,27.167,2015
GF4S20748b,24.959016,59.351231,2015
GF4S03729b,101.574,21.612,2015
GF4S02932b,100.167,27.167,2015
FMS16BI1277v2,138.7872783,-34.62678,2016
FMS16BI1043v2,143.97147,-39.62658,2013
FMS20277v2,24.17,61.51,2011
FMS25004v2,14.08,60.94,2014
GF4S21735b,26.324419,59.205747,2015
GF3S02374a,121.4968,50.9423,2017
FMS23261v2,-122.61,54.35,2008
GF3S02167a,108.7833333,18.71666667,2014
FMS23369v2,-120.35,50.88,2010
GF4T529otu,39.13,7.88,2019
GF3S01349a,24.67274,59.06406,2015
GF3S10241b,23.67,52.69,2017
GF4S15871b,-72.1875,42.4836111,2016
GF4S09991b,139.56,35.85,2015
FMS24678v2,-73.3378848,42.4750834,2013
GF3S04522a,25.719109,62.229073,2019
GF4S20592b,23.695348,58.426627,2018
FMS00255v3,14.974722,46.25306,2013
GF4S21490b,14.7831314,48.9398206,2018
GF4S15891b,-72.1875,42.4836111,2016
FMS16BI0343v2,132.4531142,-13.52161823,2013
S00D584,27.4371,59.1006,2013
GF4S21010b,23.55104439,58.55893563,2016
GF4S10855b,-1.32,51.78,2014
S005742,5.263889,51.236111,2009
FMS16BI1558v2,132.2180168,-30.89909373,2016
FMS23101v2,-120.28,50.93,2010
GF4S14413b,16.688937,49.28631,2017
GF3S01523a,8.377075028,46.57022702,2017
GF3S05143a,1.044722,41.36,2012
GF4S16416b,-85.37,42.38,2015
FMS16BI0298v2,140.3515262,-34.098,2013
GF4S19869b,26.79959,57.84144,2017
FMS05361v3,114.22539,33.37315,2015
GF4S15770b,101.2,37.6166667,2012
S000537,77.92019,30.35214,2012
GF3S03470a,109.3,36.32,2015
FMS24091v2,124.9,41.85,2013
GF3S08342b,7.416666667,60.55,
FMS16BI1151v2,149.0076,-35.881,2014
S000491,21.74517,68.60353,2012
GF4T739otu,130.69,42.74,2010
S008930,17.743818,66.025354,2009
GF4S03692b,101.016,24.533,2015
FMS11801v2,-61.754267,47.443938,2010
GF4S10701b,113.1066778,30.36164572,2015
FMS25086v2,14.56,61.42,2014
GF3S04524a,25.758985,62.153809,2019
S008968,17.766267,66.139609,2009
FMS24274v2,5.63,52.25,2016
GF4S20151b,22.05,58.01,2014
GF4T350otu,93.02,25.12,2018
GF4S03838b,100.167,27.167,2015
FMS16BI1333v2,138.678607,-34.717025,2016
GF4S03970b,101.016,24.533,2015
FMS17548v2,100.8833333,36.31666667,2011
FMS16BI0318v2,131.084,-25.3118,2013
GF4T252otu,-115.67,36.28,2015
GF3S02139a,110.45,28.85,2014
GF3S09306b,12.6584281,50.2383325,2015
GF3S02137a,113.65,28.18333333,2014
GF4S03176b,101.016,24.533,2015
FMS17554v2,100.2166667,35.98333333,2011
GF3S05652a,16.780021,49.318891,2014
GF3S02164a,108.8333333,18.71666667,2014
GF4S11440b,-112.6764,60.1323,2015
FMS25294v2,22.41,66.58,2014
S005829,5.263889,51.236111,2011
FMS06309v3,-84,30.75,2014
GF4S20484b,25.58592,58.36433,2020
GF4S20534b,22.839152,58.801436,2015
GF4T906otu,8.66,39.84,2019
GF4S20663b,25.550255,57.978541,2015
GF4S14540b,13.36671068,49.14571321,2015
GF4S20688b,22.943649,58.47507,2015
FMS16BI1101v2,149.596946,-30.20049501,2014
GF4S13050b,9.357219301,48.44220388,2015
GF4S21880b,14.1591153,49.5117447,2017
N3613,-123.2666667,54.3333333,2015
FMS21841v2,10.238748,51.267749,2012
S008753,17.719246,66.137992,2009
FMS16BI0116v2,146.6542886,-43.09507123,2013
GF4S19936b,27.3179,58.26206,2011
GF4S19760b,22.76504,57.06564,2019
FMS23165v2,-120.42,50.85,2010
GF4T1273otu,-52.21,4.55,2013
GF4S03143b,101.574,21.612,2015
GF4S13192b,4.4147,50.7459,2019
FMS16BI0307v2,152.10497,-28.20754,2013
GF4S21856b,14.7979383,49.74848,2017
GF4S20076b,27.32441,58.27905,2014
GF4T1596otu,51.53,30.59,2017
FMS16BI0003v2,119.2123056,-34.00033333,2013
GF4S03557b,100.167,27.167,2015
GF4S21297b,27.11273,59.40758,2020
N2012,9.97436,33.52157,
GF4S12338b,-0.230616067,38.85669739,2014
FMS19509v2,111.7718,41.71233333,2015
GF3S05234a,-61.753638,47.435378,2011
