sample_id,longitude,latitude,year_of_sampling
FMS15533v2,147.907406,-43.050833,2012
GF4S20854b,26.009365,58.079059,2016
S001175,-120.3525,50.894167,
FMS16BI1638v2,132.1961667,-30.88627118,2016
GF3S09279b,112.83,22.57,2018
GF4S20807b,27.179296,57.621658,2015
GF3S02114a,112.5333333,23.16666667,2014
N1761,10.36894119,55.12918933,2014
FMS11715v2,-61.721188,47.479641,2011
FMS16BI0409v2,115.1160833,-30.10666667,2013
FMS16BI0482v2,143.884,-40.11,2013
GF3S00783a,-3.33514,36.95111,2013
GF4S16744b,21.31508,69.51659,2013
GF4S21142b,26.51756513,57.862202,2016
FMS21834v2,10.238748,51.267749,2012
GF4S11374b,-116.3878,62.5635,2015
GF4S03768b,101.016,24.533,2015
FMS00413v3,23.006667,40.75028,2014
GF4S11368b,-116.4846,62.5076,2015
FMS25041v2,14.54,61.26,2014
FMS16BI0235v2,132.81381,-12.67631,2013
FMS24750v2,-71.3317636,42.4093993,2013
GF4S20480b,25.463703,58.477372,2015
GF4S20568b,27.475022,57.760519,2015
FMS26307v2,22.26762,58.29701,2012
FMS25902v2,21.88617,58.3763,2012
S00D548,21.7,61.7,2011
GF4S19876b,26.319755,58.741588,2017
GF4S04075b,100.167,27.167,2015
FMS16BI1761v2,147.45611,-42.54522,2014
FMS00443v3,19.212222,42.54944,2014
GF4S17741b,138.80077,35.94163,2014
GF4S03629b,101.574,21.612,2015
GF3S05133a,1.041111,41.354167,2009
GF4S02579b,10.31900538,51.1942783,2011
FMS15697v2,-21.55,74.4666667,2011
FMS25301v2,22.41,66.58,2014
FMS17586v2,96.73333333,32.88333333,2011
GF4S19284b,15.78,59.11364451,2016
N1689,12.07340872,56.04420107,2014
FMS16BI1090v2,138.5946,-31.54388,2013
GF4S17367b,11.06,47.44,2016
S001683,23.551006,58.555214,2011
FMS00471v3,8.822778,50.15472,2014
GF3S04468a,30.16287637,62.6179995,2019
S008701,17.742322,66.150675,2009
GF4S11408b,-116.5827,62.4851,2015
GF4S19880b,27.321772,58.275908,2017
N2008,-2.879354,40.018028,
GF4S11335b,-112.2381,59.7496,2015
FMS20356v2,24.17,61.51,2011
FMS16BI0422v2,148.9125,-35.58598333,2013
N1463,10.0571607,57.590327,2014
S009242,16.64813256,49.26306429,2013
GF4S13330b,4.4047,50.7494,2019
GF4S11353b,-116.4933,62.4843,2015
GF4S14666b,13.92044735,48.75207026,2016
N0582,117.909,29.123,2011
GF4S21956b,26.282222,58.156667,2014
GF4S21268b,24.6861,59.446,2020
GF3S05788a,14.70355594,48.66672879,2015
N1448,10.07802317,57.58822589,2014
GF4T1011otu,11.5,3.5,2020
GF3S01322a,23.1117,58.5312,2014
FMS16BI1553v2,132.2182969,-30.89864878,2016
GF4S03578b,101.016,24.533,2015
FMS17273v2,-102.455579,22.352438,2008
FMS24971v2,13.85,60.68,2014
FMS9541v2,13.85524625,48.7765722,2011
GF4S02045b,18.849,68.328056,2008
GF3S02396a,122.0943,50.9421,2017
GF4S01205b,114.19036,33.36277,2015
N0520,117.908,29.127,2011
GF3S04550a,25.6524998,60.9662078,2019
GF4S03444b,100.167,27.167,2015
GF4S03426b,101.574,21.612,2015
GF4S03381b,101.574,21.612,2015
FMS9555v2,13.85526593,48.77658796,2011
FMS22887v2,-82.85,47.57,2011
N1859,-95.58,42.88,
GF4S21454b,26.5162,57.6624,2013
GF4S16162b,13.110873,56.700918,2014
FMS11031v2,27.0333,58.116,2012
FMS17563v2,100.8166667,34.85,2011
S009066,17.715826,66.140629,2009
S00D586,27.5162,59.0619,2013
GF4S20585b,23.833498,58.464704,2015
GF3S08420b,7.416666667,60.55,
GF3S02379a,121.3352,50.9257,2017
S009228,16.72777818,49.27501626,2013
GF4S11342b,-117.1765,61.773,2015
FMS10580v2,-66.876891,17.981283,
FMS15529v2,146.809247,-43.072556,2012
GF4S19364b,-78.855,-2.959,2017
GF4T725otu,46.93,-24.99,2010
GF4S19608b,27.04826,58.1523,2013
GF3S10225b,11.2,43.17,2017
FMS21727v2,10.311229,51.271436,2012
GF4T64otu,-70.03,-4.35,2015
FMS25281v2,22.45,66.55,2014
GF4T775otu,145.42,-37.53,2012
GF3S03525a,117.83,31.8,2015
GF4T1630otu,14.13,37.89,2018
FMS22923v2,-120.78,39.26,2011
FMS16BI0257v2,148.8305,-35.3365,2013
GF4S20544b,22.439332,58.991429,2015
GF4T285otu,-120.58,39.06,2016
S00D577,27.5277,59.0673,2013
GF3S00784a,-3.33492,36.95107,2013
GF4T1230otu,116.02,5.49,2012
FMS23551v2,-126.31,52.32,2008
S000847,145.2775,-6.353083333,2011
GF3S02350a,122.4339,50.9894,2017
GF4S20341b,27.111868,58.552291,2015
FMS11033v2,27.0333,58.116,2012
FMS16BI0237v2,132.84315,-12.70607,2013
GF4S20013b,26.57518,58.24419,2012
GF3S02302a,121.1959,50.9034,2017
GF4T1573otu,38.7,-4.77,2016
GF3S02824a,13.110873,56.700918,2014
GF4S19304b,14.26,56.39203678,2016
FMS16BI0113v2,134.50615,-13.52115,2013
GF4S20171b,26.72608098,58.47058902,2014
GF4S21368b,27.334969,58.280228,2017
GF4S16164b,13.110873,56.700918,2014
GF3S01418a,26.17691252,58.11437969,2016
GF4S11530b,-117.0406,61.6777,2015
GF4T1333otu,-77.35,3.91,2014
GF4S21598b,26.588,58.4176,2014
GF4T1597otu,51.17,31.34,2017
FMS19526v2,83.86352778,42.93622222,2015
GF4S20586b,23.833498,58.464704,2015
FMS16BI0211v2,148.567311,-34.858056,2013
GF3S08577b,0.83585894,42.66723125,2013
GF3S00738a,-3.35468,36.92413,2014
GF3S01735a,27.33,64.27,2014
GF4S21504b,17.3887308,49.3070508,2018
GF4S20224b,26.280924,57.720133,2015
GF4S10856b,-1.32,51.77,2014
FMS24749v2,-71.3317636,42.4093993,2013
S001739,23.551006,58.555214,2011
GF4S20946b,24.95239,59.02551,2016
GF4S20790b,25.838767,58.458571,2015
GF4T329otu,30.18,-2.37,2018
FMS24760v2,-71.3317636,42.4093993,2013
GF4S03565b,100.167,27.167,2015
S000783,25.55063,58.35081,2013
GF4S18765b,21.31831,69.51875,2013
FMS16BI0185v2,132.3738334,-12.64892022,2012
GF4T549otu,42.8,43.07,2015
GF3S05213a,-61.73215,47.469423,2011
GF3S02368a,121.2915,51.1542,2017
GF4T783otu,-71.55,-41.08,2012
GF4S14416b,16.70662324,49.29034152,2016
FMS16BI0340v2,132.68674,-12.85747,2013
S009338,16.72763055,49.2790122,2013
FMS25433v2,22.57,66.54,2014
GF4S20036b,25.0398,58.1478,2013
FMS25117v2,14.75,63.51,2014
GF4S20263b,23.285973,58.586933,2015
FMS23073v2,-120.28,50.93,2010
GF3S01733a,27.33,64.27,2014
FMS9561v2,13.85528515,48.77658338,2011
FMS05379v3,114.8905,37.76742,2015
S001612,18.00222,60.46778,2008
GF3S06722a,128.463275,38.032124,2018
GF4S20746b,24.878329,59.345735,2015
S005240,13.78261215,52.94002157,2011
GF4S02556b,10.38013795,51.28683133,2011
GF4S03218b,100.167,27.167,2015
FMS25062v2,14.21,60.95,2014
S005724,5.263889,51.236111,2009
FMS22771v2,-89.39,49.07,2011
GF4T822otu,119.44,30.32,2012
FMS08025v3a,138.8177222,35.9173889,2017
GF4S13396b,4.4386,50.7658,2019
GF3S10231b,23.69,52.76,2017
GF4S02136b,18.854472,68.326056,2008
GF4S03514b,101.574,21.612,2015
GF4S20403b,24.184532,58.931235,2015
FMS16BI1601v2,150.1397234,-33.32938057,2015
GF4T54otu,-75.55,6.5,2019
GF4S03926b,100.167,27.167,2015
GF4S14609b,13.50417714,48.96842607,2016
FMS24791v2,24.70361111,68.4877778,2011
GF3S06760a,128.463275,38.032124,2018
GF4S21287b,26.84505,58.36588,2020
FMS23363v2,-120.35,50.88,2010
GF4S20192b,27.440058,58.21592,2015
FMS26505v2,22.32,58.28418,2012
FMS25214v2,15.28,63.19,2014
GF4S03682b,101.016,24.533,2015
FMS16BI1884v2,146.6442606,-43.08869766,2015
GF4S21935b,12.9388728,49.5336458,2018
GF4S02484b,9.438171024,48.41746291,2011
GF4T530otu,39.75,7.11,2019
FMS16BI1740v2,141.61639,-13.84394,2015
S009024,17.749183,66.14522,2009
GF3S03487a,104.9,29.23,2015
GF3S09241b,11.70554167,51.6299111,2016
GF4S20529b,23.041655,58.842917,2015
FMS11702v2,-61.743329,47.454411,2011
FMS26673v2,22.83214,58.48656,2012
GF4S03498b,101.016,24.533,2015
GF4S20182b,27.059148,57.591643,2015
FMS08046v3a,138.8177222,35.9173889,2017
GF4T502otu,-90.42,13.91,2019
GF4S20082b,26.4553,58.0443,2014
FMS17245v2,117.272139,49.525333,2010
GF4S03752b,100.167,27.167,2015
FMS9550v2,13.85524672,48.77659238,2011
GF4S14519b,13.26511948,49.11961798,2015
GF4S03862b,101.016,24.533,2015
FMS05324v3,114.17215,33.42341,2015
FMS16BI1606v2,116.18417,-32.58888,2016
GF4S03836b,101.574,21.612,2015
GF4S03232b,100.167,27.167,2015
GF4S20690b,24.066592,58.537702,2015
GF3S10252b,26.05,47.31,2017
GF4S14476b,16.6920829,49.26835436,2016
GF4S19302b,14.26,56.39203678,2016
GF3S03181a,26.5866,58.41797,2015
S000593,147.1175,-7.30579,2011
S000765,26.55972,58.33669,2011
GF4T383otu,-150.01,61.7,2018
S001748,23.551006,58.555214,2011
GF4S02114b,18.854472,68.326056,2008
GF4S02842b,101.016,24.533,2015
N3693,-123.2666667,54.3333333,2015
GF4S13350b,4.4404,50.7663,2019
GF4S20012b,26.57518,58.24419,2012
FMS17240v2,119.177417,49.262694,2007
GF4S21625b,22.84718,58.9741,2015
N3815,84.51666667,44.1833333,2016
FMS24641v2,-74.009257,41.419898,2013
S001732,23.551006,58.555214,2011
GF3S02159a,108.9833333,18.75,2014
FMS21759v2,10.311413,51.271362,2012
GF4S04071b,100.167,27.167,2015
FMS24303v2,5.63,52.25,2016
S005808,5.263889,51.236111,2009
N3644,-123.2666667,54.3333333,2015
GF4S02885b,101.574,21.612,2015
GF4T178otu,79.23,29.46,2013
S000494,-149.5968,68.6228,2012
FMS17327v2,-2.879354,40.018028,2010
GF4T1547otu,151,-34,
GF4S11436b,-112.2437,59.7429,2015
GF3S06720a,128.463275,38.032124,2018
GF4S13158b,4.4178,50.7422,2019
GF4S17522b,124.3333333,51.7,2018
GF4S11464b,-113.9752,60.2657,2015
GF3S05653a,16.655437,49.27316,2014
GF3S04514a,25.744052,62.230309,2019
GF4S20122b,23.9848,56.9226,2014
N3818,84.51666667,44.1833333,2016
GF4S20910b,26.944904,57.542988,2016
GF4S20347b,27.49112,58.100037,2015
FMS12376v2,9.474351501,48.40023261,2011
GF4S03047b,100.167,27.167,2015
FMS05385v3,114.9625,36.23167,2015
S008935,17.757837,66.161164,2009
FMS17581v2,96.91666667,33.01666667,2011
S00D607,26.4676,57.6687,2013
GF4S20000b,22.44107,58.23408,2012
GF4S03181b,100.167,27.167,2015
GF4T125otu,146.81,-6.71,2011
FMS16BI1730v2,147.43977,-42.8072,2014
FMS17368v2,34.820866,31.35779,2010
GF4S19654b,26.514652,58.748432,2018
GF4S02928b,100.167,27.167,2015
GF4T94otu,-67.68,-54.99,2016
FMS16BI1769v2,146.8927,-42.27154,2014
FMS24953v2,14.42,61.48,2014
GF4S21393b,27.4131,59.1001,2013
FMS16BI0461v2,148.79595,-35.42375,2013
FMS17677v2,93.31666667,35.31666667,2011
GF4T306otu,-75.84,19.98,2017
GF4T139otu,145.15,-5.82,2011
FMS25007v2,14.08,60.94,2014
GF4S13143b,4.4209,50.7508,2019
GF4T1283otu,-71.29,-41.26,2013
S000667,27.65878,-11.48405,2012
FMS11866v2,-72.19,42.53,2012
FMS21701v2,10.311438,51.27173,2012
N4231,130.46,31.31,2015
FMS17708v2,91.7,31.83333333,2011
FMS17242v2,118.403778,49.494333,2010
GF4T448otu,-37.73,-11.77,2018
GF4S02069b,18.853583,68.3265,2008
GF4S19336b,15.14,62.39679319,2016
GF4S03915b,101.574,21.612,2015
FMS24635v2,-74.009257,41.419898,2013
N1657,9.545471604,55.66713549,2014
GF4S21247b,26.4682,59.5337,2020
GF3S00214a,11.097,47.037,2016
S000655,45.37253,-22.53526,2010
FMS06278v3,-84,30.75,2014
GF4S12223b,-0.513287195,39.93505822,2014
GF4S03684b,101.016,24.533,2015
GF3S02329a,122.085,50.9444,2017
GF4S04058b,100.167,27.167,2015
GF4S14493b,16.65280849,49.25627461,2016
GF4S20881b,24.273369,59.082802,2016
GF4T941otu,12.09,56.01,2019
GF4S03460b,101.016,24.533,2015
S005764,5.263889,51.236111,2009
GF4S21917b,13.4430758,50.5109781,2018
GF4S21355b,27.326564,58.275258,2017
GF4S02014b,18.848083,68.330444,2008
GF3S05165a,1.031944,41.350278,2014
GF4S21066b,26.22692909,59.25681255,2016
GF4S20547b,22.390614,58.933587,2015
FMS25248v2,15.19,63.15,2014
S000551,116.83952,-34.95433,2011
GF4S20411b,24.374431,59.461757,2015
FMS9524v2,13.85518235,48.77659268,2011
GF4S17661b,138.81773,35.91739,2014
FMS21763v2,10.238938,51.26789,2012
GF4T154otu,131.75,-12.72,2011
GF4S10800b,5.89,45.11,2014
GF3S00684a,-2.97163,37.01942,2014
GF4S03104b,101.016,24.533,2015
N3686,-123.2666667,54.3333333,2015
GF3S00796a,-3.35488,36.92412,2013
FMS08171v3a,130.4308298,46.7698935,2015
GF4T234otu,39.5,41.02,2015
GF4T367otu,89.36,27.49,2018
FMS16BI1759v2,147.781349,-24.83835,2014
FMS24119v2,124.9,41.85,2013
N1464,10.40702263,57.64315915,2014
FMS25317v2,22.45,66.54,2014
GF4S21639b,22.2581,58.89994,2015
FMS16BI1820v2,146.6440339,-43.09177664,2015
S008864,17.737975,66.044107,2009
GF4S03756b,100.167,27.167,2015
GF4S17799b,-83.433849,35.047616,2013
GF4S03513b,100.167,27.167,2015
N1681,12.31617428,55.99989788,2014
GF4T1289otu,-5,33.52,2014
GF4S16481b,112.1666667,23.1666667,2016
FMS16BI0054v2,149.0083,-35.8811,2014
GF4S21436b,26.4972,57.6541,2013
GF4S11516b,-116.4698,62.5208,2015
GF3S02212a,117.87,25.3,2015
GF4S21374b,27.304931,58.260303,2017
FMS19535v2,81.41463889,44.60283333,2015
N0496,117.911,29.126,2011
FMSA8F1021v2,-72.19,42.53,2012
FMS23078v2,-120.28,50.93,2010
GF3S03551a,-83.5385,35.6889,2017
GF4S03977b,101.016,24.533,2015
GF3S08369b,7.416666667,60.55,
S005234,13.69441893,53.10734802,2011
GF3S01440a,26.71925,58.46564,2014
GF4T1175otu,53.22,57.07,2012
FMS25425v2,22.57,66.54,2014
GF4S20271b,22.932196,58.583114,2015
GF4S10816b,5.89,45.11,2014
FMS08103v3a,138.8315,35.9194722,2016
GF4T657otu,18.85,67.88,2014
GF3S02174a,127.662,45.41666667,2014
GF3S00700a,-2.97187,37.0536,2014
FMS16BI1709v2,147.20646,-42.55907,2014
GF4S21577b,26.777,58.429,2014
FMS11713v2,-61.73215,47.469423,2011
S00D599,26.5529,57.6764,2013
N0532,117.91,29.124,2011
GF3S03507a,112.53,37.69,2015
GF4S10716b,5.777071,52.014828,2016
GF4S12266b,-0.84930871,39.57519785,2014
FMS05313v3,114.83136,37.76644,2015
GF3S04538a,25.806481,61.099492,2019
GF4S12299b,-0.846211554,39.58779215,2014
GF4T384otu,-150.18,62,2018
GF4S02663b,13.88536623,53.05703356,2011
N1816,12.53891312,54.97290273,2014
GF4S20597b,23.552541,58.557423,2015
GF4S19853b,26.72314,58.53249,2017
GF3S06766a,128.463275,38.032124,2018
GF4S22068b,-70.00291667,-4.32335,2015
GF4S21628b,22.16529,58.9341,2015
GF3S03519a,106.63,26.65,2015
GF4S02124b,18.854472,68.326056,2008
GF4T1384otu,146.13,-19.04,2014
GF4S03784b,101.016,24.533,2015
FMS21742v2,10.311438,51.27173,2012
S000644,116.02311,5.36636,2012
FMS16BI0072v2,150.265414,-33.659823,2014
S00D615,27.3465,57.9374,2013
GF4S03259b,101.574,21.612,2015
GF4S13127b,4.4613,50.8129,2019
GF4S20109b,26.665,58.3611,2014
GF4T310otu,-51.62,64.2,2017
GF4S20991b,26.2587,58.981,2016
GF4S03254b,100.167,27.167,2015
FMS20299v2,24.17,61.51,2011
GF3S00729a,-2.97201,37.05353,2013
N1613,10.52333815,56.20709099,2014
GF4T1619otu,13.97,37.93,2017
FMS22878v2,-82.85,47.57,2011
FMS16BI0315v2,130.9971565,-25.39819772,2013
S006162,29.58333,67.76667,2011
FMS17662v2,95.9,37.48333333,2011
GF4S17646b,138.80218,35.94429,2014
FMS23631v2,-126.31,52.32,2008
GF4T1156otu,53.08,57.1,2012
N0486,117.91,29.126,2011
FMS24957v2,14.14,60.69,2014
GF4S20754b,26.283433,57.900657,2015
GF3S01491a,8.37503898,46.56838501,2017
GF4T74otu,-51.39,-1.74,2016
GF4S12606b,126.7282834,33.4780278,2015
GF4S20670b,24.695806,58.68433,2015
GF4S03755b,100.167,27.167,2015
S000595,147.13239,-7.30364,2011
GF4S01193b,117.073337,35.00309,2015
FMS25045v2,14.54,61.26,2014
FMS16BI0025v2,119.9996667,-33.93133333,2013
GF4T121otu,147.38,-9.44,2011
FMS16BI0447v2,146.6099,-42.6831,2013
FMS16BI0483v2,136.7403888,-31.24283403,2011
GF4S20395b,25.088886,59.497519,2015
GF3S05180a,52.0907,36.3639,2018
GF4S12225b,-0.556520535,39.88091704,2014
GF4S21913b,15.6506325,50.2191386,2018
FMS23025v2,-95.15,31.11,2012
FMS16BI0455v2,148.7975833,-35.42373333,2013
GF4S12350b,-0.312697451,38.91615148,2014
FMS25206v2,15.26,63.18,2014
GF4S12207b,-0.605722213,39.80012363,2014
GF4T211otu,-73.7,11.26,2014
GF4S16314b,8.716666667,47.05,2014
GF3S09254b,112.83,22.57,2018
FMS22838v2,-82.25,46.75,2011
GF4T543otu,42.73,43.06,2015
FMS23205v2,-120.42,50.85,2010
GF4S21623b,27.81751,59.1386,2015
GF4T170otu,21.57,69.89,2012
GF4T271otu,-117.63,33.71,2015
FMSA8F1048v2,-79.85,9.15,2012
GF4S04117b,101.574,21.612,2015
FMS25179v2,15.17,63.17,2014
N3557,110.2,31.24,2011
FMS16BI0515v2,116.8285667,-21.11651667,2011
GF4S11379b,-116.3878,62.5635,2015
FMS06276v3,-84,30.75,2014
GF4S03550b,100.167,27.167,2015
GF3S02390a,121.8087,50.9866,2017
GF4S03894b,101.016,24.533,2015
S009323,16.70424253,49.27761804,2013
FMS16BI0517v2,118.08065,-22.57065,2011
S008748,17.716848,66.141895,2009
GF4S19774b,24.1128,56.47827,2019
GF3S05841a,14.70872691,48.66470334,2015
S000760,-119.55345,37.74811,2013
FMS16BI0592v2,150.6369569,-35.15913962,2012
FMS22885v2,-82.85,47.57,2011
N0488,117.909,29.127,2011
GF4S22087b,-51.41043333,-1.77133333,2015
FMS00266v3,23.128889,40.65889,2013
FMS25154v2,15.29,62.23,2014
FMS23093v2,-120.28,50.93,2010
GF4S20177b,26.943687,58.144455,2015
FMS16BI1205v2,142.27515,-34.42796,2014
FMS20304v2,24.17,61.51,2011
FMS16BI1847v2,150.72258,-33.60885,2015
GF4S20538b,22.784287,58.84069,2015
FMS25226v2,15.37,63.16,2014
GF3S02380a,121.3346,50.9258,2017
S009247,16.6450629,49.25590245,2013
GF4T810otu,80.42,6.42,2012
S009245,16.64813256,49.26306429,2013
GF4S17666b,138.80147,35.91567,2014
GF4S03961b,100.167,27.167,2015
GF4S19279b,14.4,59.17199001,2016
GF4S20148b,22.436,58.236,2014
S005783,5.263889,51.236111,2009
GF4S03649b,100.167,27.167,2015
GF4S16413b,-85.37,42.38,2015
GF4S03856b,101.016,24.533,2015
GF4S19694b,26.61081,58.12211,2017
FMS00424v3,5.9225,52.08611,2014
N1625,10.56263271,56.2243184,2014
FMS06305v3,-84,30.75,2014
FMS26697v2,22.82668,58.48978,2012
FMS05358v3,119.98097,36.66411,2015
S00D541,21.7,61.7,2011
GF4S03708b,101.016,24.533,2015
GF3S03509a,121.16,41.16,2015
FMS21780v2,10.224485,51.268042,2012
GF4S20104b,26.5182,58.3646,2014
GF4S02421b,9.36219827,48.39164797,2011
S000808,14.4967,37.89783,2011
FMS00555v3,21.946667,41.1175,2014
N1970,58.6695,36.696167,
GF4S12239b,-0.480775367,39.92943413,2014
FMS16BI0442v2,148.3002,-42.0585,2013
GF4S01975b,-72.1875,42.4836111,2016
GF4S21607b,26.7031,58.3889,2014
FMS17788v2,-72.95,-40.79,2013
FMS00494v3,23.006667,40.75028,2014
GF3S10224b,11.2,43.17,2017
FMS20305v2,24.17,61.51,2011
GF4S15863b,-72.1875,42.4836111,2016
FMS00653v3,19.5875,42.59139,2014
GF4T1310otu,-3.77,8.77,2014
N3675,-123.2666667,54.3333333,2015
FMS16BI0236v2,132.81381,-12.67631,2013
GF4S19823b,27.042771,58.162787,2018
FMS11860v2,-72.19,42.53,2012
GF4S01628b,4.99078,50.8867,2018
GF4S02640b,13.83208736,53.15192925,2011
GF4S20355b,27.42154,57.709265,2015
GF3S00773a,-3.32698,36.97176,2013
GF4T322otu,30.11,-0.37,2018
FMS16BI1432v2,138.79065,-34.624175,2016
GF4S03319b,101.574,21.612,2015
GF3S06548a,10.575,46.677778,2016
GF3S09230b,11.08298056,51.8620639,2016
S00D534,21.7,61.7,2011
N0602,117.909,29.127,2011
GF4S04043b,101.016,24.533,2015
GF4S19688b,26.82038,58.02064,2017
FMS16BI1557v2,132.2180168,-30.89909373,2016
GF4S02046b,18.849,68.328056,2008
GF4S02634b,14.01843487,53.10583135,2011
GF4S21386b,27.4805,59.0656,2013
GF4T695otu,-89.8,18.23,2016
GF4S03580b,101.016,24.533,2015
FMSA8F1031v2,-65.8,18.3,2012
GF4S20427b,24.477962,58.666478,2015
GF4S20601b,23.811227,58.613722,2015
N1685,12.2927887,55.98460376,2014
S003070,-119.49117,37.80889,2012
GF4S20755b,26.277399,57.903686,2015
GF3S04442a,24.942196,60.153993,2019
GF3S03508a,117.08,36.71,2015
S005814,5.263889,51.236111,2011
GF4S03335b,100.167,27.167,2015
GF4S02563b,10.24095787,51.26387813,2011
GF4S16445b,-89.35,43.1333333,2015
GF4T1426otu,-84.6,10.22,2013
FMS26412v2,22.26849,58.29754,2012
GF4S16731b,21.31793,69.51849,2013
GF4S19329b,19.82,64.35554188,2016
FMS15703v2,-21.55,74.4666667,2011
FMS25149v2,15.29,62.23,2014
S000662,145.24386,-37.73217,2011
GF3S05695a,16.724879,49.3199,2014
GF4T538otu,42.74,43.02,2015
GF3S06747a,128.463275,38.032124,2018
FMS17264v2,-99.894557,22.64831,2008
FMS16BI0119v2,135.77629,-13.40822,2013
S000688,-71.5818,-41.3476,2011
GF4S04097b,101.574,21.612,2015
GF3S01734a,27.33,64.27,2014
FMS22747v2,-89.38,49.08,2011
GF4S21274b,26.7373,58.3574,2020
N1565,8.080258493,55.56292804,2014
FMS23094v2,-120.28,50.93,2010
GF3S09225b,11.08298056,51.8620639,2016
GF4S17718b,138.81961,35.95736,2014
GF4S20821b,24.4164,59.3875,2015
GF4S16761b,21.3175,69.51761,2013
GF4S03195b,100.167,27.167,2015
S008815,17.846592,65.954818,2009
FMS06311v3,-84,30.75,2014
GF4T141otu,145.03,-5.93,2011
GF4S21716b,26.3097,59.4965,2015
GF4T427otu,-38.91,-4.41,2018
GF4S20476b,25.663197,58.396142,2015
N3622,-123.2666667,54.3333333,2014
FMS17594v2,96.35,33.26666667,2011
FMS16BI0006v2,119.2884167,-34.02372222,2013
GF4T993otu,90.99,30.67,2019
FMS21733v2,10.31103,51.27151,2012
GF3S06775a,128.463275,38.032124,2018
GF4S20900b,26.483434,58.505818,2016
GF4S03566b,101.574,21.612,2015
GF4T1732otu,-66.34,-17.58,2018
GF3S03511a,121.21,37.42,2015
GF4S16141b,-96.58333333,39.0833333,2018
S000665,27.67425,-11.4829,2012
GF4S03880b,101.016,24.533,2015
GF4S11533b,-116.8218,61.7581,2015
N1482,8.676853199,57.113271,2014
GF4S03423b,101.016,24.533,2015
GF4S17691b,138.81944,35.91363,2014
GF4S19680b,26.563579,58.426659,2017
N1877,-111.00378,45.573646,
FMS15717v2,89.75472222,31.52222222,2011
FMSA8F1004v2,-83.5,35,2012
FMS00267v3,21.8025,40.99361,2013
GF4S21573b,12.67599722,50.2501,2014
GF4S17462b,102.0390611,29.59382222,2014
FMS22874v2,-82.85,47.57,2011
S000735,121.293375,24.135044,2011
FMS22879v2,-82.85,47.57,2011
FMS26175v2,21.99024,58.26571,2012
GF4S19707b,26.50111,58.30883,2017
S005215,10.53332754,51.36948156,2011
FMS16BI0541v2,135.3400333,-32.91006667,2011
GF4S20631b,26.272726,57.955749,2015
GF4S14606b,13.48381012,48.96651376,2016
GF4S02817b,100.167,27.167,2015
GF4S21810b,26.588,58.4176,2016
GF3S00734a,-2.97942,37.08098,2013
FMS16BI1033v2,144.08213,-39.89271,2013
FMS22752v2,-89.41,49.07,2011
GF4S21036b,26.3585,58.13964,2016
FMSA8F1084v2,-83.5,35,2012
GF4S16301b,8.716666667,47.05,2014
FMS23469v2,-121.92,52.32,2009
GF4T304otu,-75.62,20.01,2017
FMS22700v2,-117.11382,46.75833333,2013
GF4T1521otu,18.12,42.62,2016
FMS16BI0075v2,150.265414,-33.659823,2014
FMS04018v3,9.63818,46.094457,2014
GF3S04596a,23.86826,61.44282,2019
FMS00275v3,14.648611,46.20278,2013
S000626,80.41758,6.42497,2011
GF4S11390b,-116.423,62.5568,2015
FMS26370v2,22.19635,58.10709,2012
GF4S02884b,101.574,21.612,2015
FMS25407v2,22.53,66.58,2014
N1457,9.879929238,57.51774803,2014
GF3S09272b,112.83,22.57,2018
FMS22939v2,-120.78,39.26,2011
FMS19503v2,112.97385,43.70795,2015
FMS06299v3,-84,30.75,2014
FMS16BI0589v2,150.6486994,-35.15122799,2012
FMS16BI0562v2,142.08722,-37.83924,2012
GF4T665otu,18.73,68.36,2014
GF4S19631b,26.651147,58.302837,2016
S008723,17.846592,65.954818,2009
FMS16BI0540v2,130.9936833,-31.40915,2011
FMS16BI1114v2,149.597039,-30.20151299,2014
GF4S17709b,138.80312,35.94523,2014
N3636,-123.2666667,54.3333333,2014
GF4S21962b,26.726389,58.460278,2014
FMS23221v2,-120.42,50.85,2010
GF4S19668b,26.7497,58.07034,2017
GF4S21339b,26.663231,58.277328,2017
GF4S11511b,-114.227,60.3769,2015
GF4S04002b,101.016,24.533,2015
GF4T248otu,-71.63,42.52,2015
S006604,-149.53333,68.61667,2012
GF4S02018b,18.848083,68.330444,2008
GF4S03086b,101.574,21.612,2015
GF3S02314a,121.8087,50.9866,2017
GF4T514otu,22.06,70.02,2019
N0683,117.91,29.126,2011
S00D619,27.405,57.9264,2013
GF4S21391b,27.4188,59.1023,2013
FMS06181v3,101.21348,21.91643,2013
GF4T908otu,9.58,39.64,2019
FMS21712v2,10.311413,51.271362,2012
GF3S02305a,121.7926,51.0125,2017
GF4S21774b,24.0118,58.1448,2016
GF4S21396b,27.4371,59.1006,2013
GF4S13184b,4.4233,50.7497,2019
GF4S02416b,9.492124587,48.42264028,2011
S001649,17.30444,59.96778,2008
FMS16BI0275v2,148.7989,-35.43457,2013
GF4S03660b,100.167,27.167,2015
S006189,147.37553,-9.43501,2011
GF4S14642b,13.89678979,48.85925587,2016
FMS08061v3a,138.7976944,35.9149167,2016
GF4S17739b,138.80312,35.94523,2014
FMS00634v3,19.176389,42.42833,2014
FMS16BI0506v2,129.1592333,-20.18768333,2011
FMS26616v2,22.32023,58.28365,2012
GF4S20972b,27.1696,57.79313,2016
GF3S08519b,20.18174,47.90665,2017
GF4S14564b,13.39812781,49.05545904,2016
