Pixel_Lat,Pixel_Long
51.87401553374977,8.136875001284736
30.96773710197928,115.94777804419923
42.23218156865634,-85.19867572214477
-35.70179785370989,147.2852929817353
-13.204554260534856,-46.32693814139537
58.851723985767336,25.557905126112725
56.02168404928275,-122.01971801765475
-14.085772917661075,34.37083342181347
45.91739153207509,124.37434058952559
25.7531306298635,99.83869337744699
6.864172768665291,-70.90322394251811
-30.703356071221847,120.77654025953308
38.32921436834286,47.4280239104
28.843807727199966,-93.43755129538462
-38.91195728325448,-69.28902857420113
73.02215014315789,-25.267324700789487
44.701294490680255,-68.05012329791376
48.112240537502046,15.043123827684072
37.87705793610706,-1.7763077931710853
39.41656076837563,-116.18060422182754
65.08291751411777,17.97667769480798
37.733834314778484,139.87858663734198
-12.113229188754772,139.96256974750005
41.99785147570313,81.0111979846875
6.120448673208301,4.184038443543059
