sample_id,longitude,latitude,year_of_sampling
S4648,-87.3502,20.4443,2013
S7364,-2.833333,37.4,2011
S5540,-120.6577778,40.66694444,2016
S1968,34.22525,-19.0067333,2014
S4118,-155.3070028,19.8329472,2017
S4127,-155.3046194,19.8330333,2017
S2382,9.460072222,48.4587139,2011
S1972,34.22525,-19.0067333,2014
S5465,19.540092,60.218231,2015
S6436,-118.756858,54.51953924,2016
S7007,41.82,41.23166667,2015
S4034,114.558349,35.015935,2010
S3248,34.3764,-18.928533,2014
S5546,-155.3102889,19.8328028,2017
S6297,-118.483517,54.16046856,2016
S2737,114.83136,37.76644,2015
S4024,-73.37,45.72,2011
S6648,107.41,35.12,2013
S2489,108.066667,34.283333,2016
S3363,34.45098,-18.937819,2014
S3298,-117.725821,53.9446358,2016
S7185,27.2624,58.2986,2009
S2740,-155.3102889,19.8328028,2017
S3003,-64.18572,-31.560756,2015
S6116,-118.665309,53.99518206,2016
S1756,30.18111111,-2.369444444,2018
S2302,9.460072222,48.4587139,2011
S2889,116.26,28.37,2014
S6240,-118.762735,54.51051497,2016
S6736,-155.3010472,19.8330056,2017
S6019,27.2624,58.2986,2009
S3008,112.5349142,23.1825644,2014
S4595,-156.03845,20.7991861,2010
S5578,-117.327002,53.41285736,2016
S4380,-155.3046194,19.8330333,2017
S1823,-156.03845,20.7991861,2011
S4389,-155.3251139,19.82215833,2017
S1261,4.661111111,8.450277778,2018
S1006,-6.712169444,4.761663889,2012
S3050,19.543156,60.235489,2015
S2136,119.93744,36.68844,2015
S5428,-118.762735,54.51051497,2016
S2263,110.1369444,23.25555556,2018
S954,116.2833333,42.0333333,2011
S1798,29.18608333,-25.99446667,2017
S3244,-155.3099972,19.8326083,2017
S4652,-155.3010472,19.8330056,2017
S2335,9.460072222,48.4587139,2011
S3492,-155.3261611,19.8219194,2017
S1819,-73.37,45.72,2011
S3755,106.2122222,24.35888889,2018
S1260,29.201233,-26.008483,2017
S2116,114.17215,33.42341,2015
S2261,110.1408333,23.16444444,2018
S3921,-155.3070028,19.8329472,2017
S1158,112.5416361,23.1700964,2014
S6073,10.417922,51.271275,2011
S4681,-119.680605,54.81207452,2016
S1808,10.417922,51.271275,2011
S3066,10.417922,51.271275,2011
S1296,29.19631667,-26.0033,2017
S3922,118.0065,43.6487,2010
S4726,9.460072222,48.4587139,2011
S1395,20.164339,60.07405,2015
S2587,-113.35,48.4666667,NA_
S3749,-73.37,45.72,2011
S3730,19.927422,60.347131,2015
S2207,9.460072222,48.4587139,2011
S1852,9.460072222,48.4587139,2011
S7496,-73.09666667,-44.07416667,2012
S1176,115.03578,36.28433,2015
S4165,-155.3070028,19.8329472,2017
S6790,-155.3070028,19.8329472,2017
S7244,51.075506,25.864567,2020
S4784,145.8330556,-37.48805556,2012
S3366,34.45741,-18.934019,2014
S3282,110.6252778,19.60277778,2018
S1937,108.066667,34.283333,2015
S5311,9.460072222,48.4587139,2011
S2218,-73.37,45.72,2011
S6798,-155.3159722,19.8209611,2017
S5773,18.83861111,42.39583333,2016
S3193,34.362,-18.9713333,2014
S7028,150.7052778,59.68111111,2017
S2863,-72.17305556,-40.66527778,2014
S1465,113.32212,34.83114,2015
S4562,-155.3099972,19.8326083,2017
S2130,32.98083333,56.45527778,2014
S5917,9.460072222,48.4587139,2011
S5668,10.417922,51.271275,2011
S4744,-64.185601,-31.56004,2015
S1879,108.7825,18.54583333,2018
S6931,34.37243,-18.9478833,2014
S4528,116.2908333,-34.36111111,2011
S3840,-102.6002778,22.19888889,2012
S4279,119.93831,36.61856,2015
S2565,102.0708,36.4503,2010
S4139,-155.3170028,19.8208167,2017
S1995,-155.3010472,19.8330056,2017
S2442,-155.3263889,19.82154722,2017
S5724,-155.3099972,19.8326083,2017
S5242,-107.6833333,50.3,2011
S4138,-155.3251139,19.82215833,2017
S4125,-155.3170028,19.8208167,2017
S2750,100.4652778,16.85944444,2009
S1400,112.53,23.17,2015
S3972,-156.03845,20.7991861,2010
S1558,2.83,35.7,2018
S1191,4.96044,50.86233,2018
S5740,111.0369444,29.6566667,2012
S4023,-73.37,45.72,2011
S2415,4.991092,50.886747,2018
S2870,-155.3070028,19.8329472,2017
S3627,19.540092,60.218217,2015
S1955,115.72,29.29,2018
S3368,34.22525,-19.0067333,2014
S999,115.72,29.29,2018
S912,-6.515608333,5.2488,2012
S4841,9.460072222,48.4587139,2011
S4064,9.460072222,48.4587139,2011
S4972,129.6313889,62.05055556,1970
S4413,127.65,46.95,2017
S3775,-155.3010472,19.8330056,2017
S1096,31.62083333,-18.17777778,2013
S4770,106.9,39.51,2015
S949,-81.31666667,43.19333333,2018
S1639,125.6666667,44,2017
S1591,-87.3528,20.4442,2013
S5767,-78.16222222,39.47277778,2015
S5902,-116.921555,53.33712817,2016
S3287,-79.8434,9.110057,2012
S6974,-116.593305,54.20218352,2016
S7339,-113.35,48.4666667,NA_
S1498,9.460072222,48.4587139,2011
S7349,-155.3099972,19.8326083,2017
S1825,-155.3099972,19.8326083,2017
S3299,119.45,42.46,2015
S2839,-64.18572,-31.560756,2015
S5898,-117.325814,53.42042705,2016
S5650,-155.3070028,19.8329472,2017
S6561,-155.3010472,19.8330056,2017
S3400,158.9419444,54.49583333,2017
S2745,119.5930228,29.0098219,2014
S5259,34.37243,-18.9478833,2014
S4041,102.3103,35.9628,2010
S6568,-2.833333,37.4,2011
S2627,111.2594,37.9478,2010
S4971,-155.3046194,19.8333267,2017
S2732,-155.3099972,19.8326083,2017
S3678,9.460072222,48.4587139,2011
S2882,-116.60558,54.2374,2016
S7452,146.65,-43.09277778,2014
S5583,46.86861111,-25.06194444,2010
S3434,-155.3176528,19.8207917,2017
S3977,4.97762,50.85903,2018
S987,-5.852747222,6.164511111,2012
S4114,-155.3070028,19.8329472,2017
S953,-6.515655556,5.248255556,2012
S1594,-155.3263889,19.82154722,2017
S2478,-117.970426,54.58351057,2016
S2357,9.460072222,48.4587139,2011
S6409,-118.60254,53.87838,2016
S2562,117.5092,42.2967,2010
S3546,34.3957,-18.889181,2014
S1447,116.9125814,28.2548794,2014
S4737,-79.8434,9.110057,2012
S4352,-155.3263889,19.82154722,2017
S5800,-117.968734,54.58128419,2016
S3530,-155.3010472,19.8330056,2017
S1147,98.3225,7.9325,2017
S6015,27.2624,58.2986,2009
S5028,-117.970426,54.58351057,2016
S6255,-118.061871,54.56130614,2016
S5803,116.9003592,28.2618372,2014
S2391,111.93469,32.58003,2015
S3179,34.47004,-18.919292,2014
S4987,119.5153,43.86,2010
S5496,4.99102,50.88748,2018
S1503,109.4961111,18.28472222,2018
S3460,116.2833333,42.0333333,2011
S6599,-155.3010472,19.8330056,2017
S5980,-117.33073,53.8039,2016
S2309,9.460072222,48.4587139,2011
S2883,19.539264,60.218439,2015
S2828,-84.61388889,9.595833333,2020
S1605,49.30166667,33.15111111,2017
S6938,95.18,40.21,2015
S3133,4.98592,50.87563,2018
S1042,-5.847102778,6.154444444,2012
S1333,108.7825,18.54583333,2018
S5756,126.8211111,72.40194444,2017
S4065,-117.970426,54.58351057,2016
S2038,-87.3527,20.4444,2013
S6198,-155.3261611,19.8219194,2017
S2159,-113.35,48.4666667,NA_
S4502,108.8058333,53.63444444,2016
S4827,20.165811,60.074161,2015
S5270,116.2833333,42.0333333,2010
S3013,9.460072222,48.4587139,2011
S1992,3.01889,39.83495,2018
S3483,131.4111111,43.12805556,2010
S3364,34.45098,-18.937819,2014
S3126,125.6666667,44,2017
S3736,95.18,40.21,2015
S3686,-72.1875,42.4836111,2016
S2886,-50.67916667,67.02944444,2017
S1622,-113.35,48.4666667,NA_
S6795,-155.3176528,19.8207917,2017
S2685,19.788928,60.365069,2015
S1757,113.39421,34.88881,2015
S2610,3.25,34.66,2018
S1754,106.6372222,23.9925,2018
S5828,-155.3010472,19.8330056,2017
S4939,-155.3046194,19.8330333,2017
S890,-6.652902778,5.594852778,2012
S4148,-155.3070028,19.8329472,2017
S4541,-155.3261611,19.8219194,2017
S7081,27.2624,58.2986,2009
S4399,125.4333333,43.78333333,2017
S1314,34.37243,-18.9478833,2014
S4958,-113.35,48.4666667,NA_
S5859,19.924208,60.344758,2015
S1723,29.20225,-26.008333,2017
S5657,34.37243,-18.9478833,2014
S6042,-155.3170028,19.8208167,2017
S1129,-100.9127778,25.24638889,2016
S7294,-119.69187,54.81258,2016
S2696,58.89805556,22.92666667,2019
S1351,-17.01722222,14.57805556,2011
S3006,-118.762735,54.51051497,2016
S3846,111.8681725,26.7614564,2014
S4754,-155.3263889,19.82154722,2017
S2908,119.5937244,28.9989161,2014
S1993,-87.2068,21.2102,2013
S2965,-155.3251139,19.82215833,2017
S6201,-155.3046194,19.8330333,2017
S2606,120.01272,36.69275,2015
S1640,115.04183,36.23006,2015
S4603,114.558349,35.015935,2010
S4218,109.5775,19.43222222,2018
S7562,-155.3170028,19.8208167,2017
S6670,-155.3263889,19.82154722,2017
S6202,34.37243,-18.9478833,2014
S4361,-155.3099972,19.8326083,2017
S5368,-155.3251139,19.82215833,2017
S5723,83.03666667,51.12444444,2018
S1649,115.72,29.29,2018
S905,-5.852769444,6.131016667,2012
S2894,119.45,42.46,2015
S1259,29.19196667,-26.00166667,2017
S5063,-44.67055556,-22.39777778,2018
S1274,-65.87888889,-28.18722222,2018
S1905,19.594122,60.235486,2015
S3671,-2.208611111,53.12388889,2012
S2791,104.6977,35.4102,2010
S4483,-155.3176528,19.8207917,2017
S5264,107.41,35.12,2013
S6460,-117.329673,53.80416602,2016
S6246,-117.327002,53.41285736,2016
S1177,-47.47833333,-13.63666667,2016
S2312,9.460072222,48.4587139,2011
S3782,121.2933333,24.135,2010
S7400,-155.3046194,19.8333267,2017
S3605,108.7997222,18.54888889,2018
S5401,110.3036111,22.64055556,2018
S5458,-155.3263889,19.82154722,2017
S3652,-155.3263889,19.82154722,2017
S6684,-155.3261611,19.8219194,2017
S4149,-155.3263889,19.82154722,2017
S3184,19.543244,60.235711,2015
S6745,-155.3046194,19.8333267,2017
S1078,-61.73166667,16.17833333,2011
S3629,-2.833333,37.4,2011
S5241,10.405344,50.971664,2011
S7629,-2.833333,37.4,2011
S3285,109.5333333,19.47361111,2018
S4379,-155.3102889,19.8328028,2017
S4974,-155.3159722,19.8209611,2017
S4254,127.5833333,47.68333333,2017
S4251,108.8386,37.6043,2010
S2052,4.4925,50.79944444,2018
S2427,-155.3176528,19.8207917,2017
S6213,10.21527778,56.09166667,2018
S3346,75.01777778,13.52222222,2013
S3507,-155.3263889,19.82154722,2017
S1088,-6.534827778,5.850547222,2012
S4267,114.19036,33.36277,2015
S3355,-155.3263889,19.82154722,2017
S1185,110.6252778,19.60277778,2018
S7408,-72.1875,42.4836111,2016
S5389,131.8183333,-13.84166667,2011
S5006,119.4960572,29.0283261,2014
S4115,-155.3102889,19.8328028,2017
S4846,19.671808,60.213672,2015
S5056,106.2122222,24.35888889,2018
S2917,4.98764,50.87281,2018
S6637,-149.5005556,60.99944444,2018
S5896,32.48194444,-28.26388889,2016
S3461,34.375167,-18.9413833,2014
S7687,-156.03845,20.7991861,2010
S1097,126.35,45.63333333,2017
S7616,-113.35,48.4666667,NA_
S3217,9.460072222,48.4587139,2011
S4881,-155.3261611,19.8219194,2017
S1939,108.066667,34.283333,2016
S3871,-155.3261611,19.8219194,2017
S2004,151.2141667,-33.67527778,2010
S4184,111.7088,38.3965,2010
S4145,126.8425,45.845556,2014
S1329,-117.968734,54.58128419,2016
S934,-66.48611111,45.68416667,2018
S5589,-116.921555,53.33712817,2016
S2003,4.98994,50.87219,2018
S4536,-155.3102889,19.8328028,2017
S6536,-155.3010472,19.8330056,2017
S5062,9.460072222,48.4587139,2011
S2831,34.3763,-18.9285333,2014
S1244,29.18993333,-26.0029,2017
S5245,19.543158,60.235475,2015
S7184,-155.3159722,19.8209611,2017
S3231,10.417922,51.271275,2011
S5611,27.2624,58.2986,2009
S4153,-155.3010472,19.8330056,2017
S1203,-6.553241667,5.834230556,2012
S4329,-107.6833333,50.3,2011
S952,95.18,40.21,2015
S4193,9.460072222,48.4587139,2011
S6685,19.923906,60.344656,2015
S3057,108.9805556,18.44638889,2018
S6382,-116.60558,54.2374,2016
S2848,4.962924,50.86251,2018
S5112,-155.3159722,19.8209611,2017
S1468,114.9625,36.23167,2015
S1093,-113.35,48.4666667,NA_
S5443,9.460072222,48.4587139,2011
S1075,119.99864,36.62681,2015
S3185,106.2008333,24.33055556,2018
S6175,30.11361111,-0.373333333,2018
S2756,9.460072222,48.4587139,2011
S4067,126.8425,45.845556,2014
S7676,-75.46666667,6.705,2012
S2105,-155.3263889,19.82154722,2017
S3931,-155.3099972,19.8326083,2017
S6555,-155.3070028,19.8329472,2017
S4382,-155.3070028,19.8329472,2017
S3776,-155.3251139,19.82215833,2017
S2286,106.5066667,24.05666667,2018
S5138,-118.762735,54.51051497,2016
S2923,-87.4775,20.19583333,2015
S3331,-155.3159722,19.8209611,2017
S4586,127.5833333,47.68333333,2017
S6773,-155.3010472,19.8330056,2017
S2674,4.9855,50.87582,2018
S4358,-155.3159722,19.8209611,2017
S1302,127.1833333,46.6,2017
S2629,4.97499,50.86614,2018
S5737,9.460072222,48.4587139,2011
S6983,-119.097777,56.26112706,2016
S2921,20.276172,60.13025,2015
S5243,-155.3099972,19.8326083,2017
S1370,-155.3261611,19.8219194,2017
S6239,-117.968734,54.58128419,2016
S5729,-155.3159722,19.8209611,2017
S4691,107.41,35.12,2013
S899,-6.534327778,5.850372222,2012
S1966,34.183483,-19.01925,2014
S3740,-156.03845,20.7991861,2010
S2877,19.543222,60.235508,2015
S1861,20.275508,60.130225,2015
S1783,34.45097,-18.9378167,2014
S6862,-113.35,48.4666667,NA_
S2310,9.460072222,48.4587139,2011
S2590,112.53,23.17,2015
S4137,-155.3046194,19.8333267,2017
S7190,-155.3170028,19.8208167,2017
S1461,117.70531,37.02925,2015
S7210,-2.833333,37.4,2011
S1566,7.55,60.60888889,2016
S3648,-155.3261611,19.8219194,2017
S2377,-155.3099972,19.8326083,2017
S1996,118.2761417,32.2758433,2015
S5619,-79.8434,9.110057,2012
S1402,115.71,29.28,2018
S6767,-155.3010472,19.8330056,2017
S4967,34.47004,-18.919292,2014
S1224,34.74194444,30.60972222,2019
S1228,-111.5638889,52.085,2018
S2295,9.460072222,48.4587139,2011
S1590,-87.3538,20.4421,2013
S4133,-155.3263889,19.82154722,2017
S7765,-118.042189,54.55991094,2016
S1740,3.01889,39.83495,2018
S1004,-87.2052,21.2102,2013
S4767,-119.097777,56.26112706,2016
S1974,34.183483,-19.01925,2014
S3808,34.362,-18.9713333,2014
S2360,111.8695575,26.7627964,2014
S4639,116.75,-29.2,2017
S3609,19.540092,60.218222,2015
S5757,4.97498,50.86621,2018
S4196,-155.3176528,19.8207917,2017
S4035,107.2189,37.7721,2010
S3608,111.0394444,29.6544444,2012
S4356,-155.3263889,19.82154722,2017
S906,-6.712955556,4.762275,2012
S5454,-155.3176528,19.8207917,2017
S3098,106.2008333,24.33055556,2018
S1186,115.9222222,-34.46861111,2018
S1954,108.066667,34.283333,2015
S5095,-117.329673,53.80416602,2016
S5005,-155.3159722,19.8209611,2017
S4591,-155.3170028,19.8208167,2017
S2061,9.460072222,48.4587139,2011
S5924,-155.3263889,19.82154722,2017
S6559,-155.3261611,19.8219194,2017
S6237,-116.966739,53.32204872,2016
S6163,27.2624,58.2986,2009
S913,-6.502933333,5.255191667,2012
S1796,20.275317,60.130361,2015
S7307,57.40388889,54.28833333,2018
S5249,107.3718,35.3162,2010
S1944,111.7666667,60.37694444,2018
S1927,-155.3170028,19.8208167,2017
S7471,34.41057,-18.884006,2014
S4941,-119.099106,56.24936834,2016
S4376,-155.3102889,19.8328028,2017
S2733,-155.3251139,19.82215833,2017
S1258,115.72,29.29,2018
S1797,-70.36361111,-3.773888889,2017
S1313,108.9805556,18.44638889,2018
S4567,116.9123919,28.2548739,2014
S1089,-6.653538889,5.595427778,2012
S3799,-73.37,45.72,2011
S2214,9.460072222,48.4587139,2011
S4501,-116.921555,53.33712817,2016
S6674,-155.3046194,19.8333267,2017
S5216,-155.3099972,19.8326083,2017
S5274,-155.3099972,19.8326083,2017
S4210,-155.3261611,19.8219194,2017
S3908,127.65,46.95,2017
S2266,110.6252778,19.60277778,2018
S3805,111.0244444,29.6425,2012
S2993,114.8905,37.76742,2015
S6738,-155.3102889,19.8328028,2017
S4728,101.2,37.616667,2011
S2344,9.460072222,48.4587139,2011
S3564,110.1,23.07916667,2018
S3484,134.8113889,48.305,2014
S2383,22.28777778,57.62861111,2014
S2154,29.05138889,41.10666667,2016
S3896,34.19967,-19.0001,2014
S4552,111.0386111,29.6544444,2012
S2205,9.460072222,48.4587139,2011
S1707,115.72,29.29,2018
S6882,27.2624,58.2986,2009
S4455,-117.325814,53.42042705,2016
S893,75.42166667,41.91277778,2015
S7771,-116.593305,54.20218352,2016
S3994,-155.3261611,19.8219194,2017
S4154,-155.3263889,19.82154722,2017
S1876,4.99078,50.8867,2018
S6535,-155.3261611,19.8219194,2017
S4134,-155.3070028,19.8329472,2017
S3354,-73.37,45.72,2011
S1350,-156.03845,20.7991861,2010
S2455,19.924192,60.344733,2015
S4608,145.0575,-5.790277778,2011
S4206,10.417922,51.271275,2011
S2193,116.2833333,42.0333333,2010
S1334,108.7825,18.54583333,2018
S4758,-155.3099972,19.8326083,2017
S6766,-155.3070028,19.8329472,2017
S4783,119.5934106,29.0016186,2014
S6443,-119.680605,54.81207452,2016
S2124,2.186111111,9.263888889,2010
S3262,-107.6833333,50.3,2011
S2107,23.56722222,58.58555556,2018
S3269,-3.766666667,8.7625,2014
S5186,-155.3261611,19.8219194,2017
S7683,-155.3099972,19.8326083,2017
S4780,-113.35,48.4666667,NA_
S4449,-155.3046194,19.8333267,2017
S2386,-122.2427778,37.87055556,2016
S925,-6.543911111,5.020813889,2012
S2095,114.9625,36.23167,2015
S1159,116.9301883,28.2067861,2014
S7509,37.63944444,54.87444444,2018
S1325,-73.37,45.72,2011
S6295,-119.99912,54.66892,2016
S6727,-155.3046194,19.8330333,2017
S4085,111.89003,32.52867,2015
S1776,24.62472222,70.61111111,2019
S1180,110.1997222,19.75972222,2018
S3390,112.5562781,23.1652597,2014
S2352,9.460072222,48.4587139,2011
S1276,-73.37,45.72,2011
S1886,-73.37,45.72,2011
S3590,34.362,-18.9713333,2014
S5355,4.975151,50.865977,2018
S6757,-155.3261611,19.8219194,2017
S4442,34.362,-18.9713333,2014
S6839,110.1997222,19.75972222,2018
S4147,-155.3010472,19.8330056,2017
S3672,42.71722222,43.07972222,2015
S6747,-155.3099972,19.8326083,2017
S2721,10.405344,50.971664,2011
S5075,114.22539,33.37315,2015
S2980,117.5092,42.2967,2010
S5819,-73.37,45.72,2011
S5838,-2.833333,37.4,2011
S5328,-73.37,45.72,2011
S3463,77.11527778,32.80111111,2015
S4395,-155.3251139,19.82215833,2017
S6269,-116.966739,53.32204872,2016
S5091,19.800739,60.334353,2015
S6106,-155.3070028,19.8329472,2017
S6870,-119.097777,56.26112706,2016
S3173,115.72,29.29,2018
S3107,-155.3070028,19.8329472,2017
S1285,73.40472222,33.92944444,2018
S1210,44.12,49.10888889,2018
S5129,10.405344,50.971664,2011
S7250,-119.097777,56.26112706,2016
S6774,-155.3261611,19.8219194,2017
S7089,-2.833333,37.4,2011
S6672,-155.3070028,19.8329472,2017
S4331,34.22525,-19.0067333,2014
S2394,111.0244444,29.6425,2012
S1292,109.7564,39.496,2010
S4880,-155.3099972,19.8326083,2017
S6916,-2.833333,37.4,2011
S2754,126.35,45.63333333,2017
S2043,112.53,23.17,2015
S2874,124.7,43.5,2017
S6266,150.7172222,59.68138889,2017
S6368,-116.966739,53.32204872,2016
S3968,34.45741,-18.934019,2014
S7166,-155.3046194,19.8333267,2017
S6741,-155.3046194,19.8332267,2017
S5271,-155.3102889,19.8328028,2017
S4377,-155.3170028,19.8208167,2017
S3914,-155.3070028,19.8329472,2017
S1376,108.066667,34.283333,2016
S1083,-87.2096,21.2102,2013
S7455,-155.3170028,19.8208167,2017
S4551,9.460072222,48.4587139,2011
S3449,9.460072222,48.4587139,2011
S1774,119.98097,36.66411,2015
S1519,18.95555556,-33.98805556,2010
S5195,4.96051,50.86227,2018
S5371,-155.3263889,19.82154722,2017
S5185,-155.3070028,19.8329472,2017
S1657,9.460072222,48.4587139,2011
S3937,-155.3261611,19.8219194,2017
S7308,-116.593305,54.20218352,2016
S3545,-155.3159722,19.8209611,2017
S4456,111.8786053,26.7592833,2014
S945,51.26055556,51.18722222,2018
S3702,-155.3099972,19.8326083,2017
S4129,-155.3102889,19.8328028,2017
S6908,-155.3176528,19.8207917,2017
S2359,4.90378,50.865601,2018
S4161,-155.3251139,19.82215833,2017
S5829,-155.3046194,19.8330333,2017
S2566,-107.6833333,50.3,2012
S983,115.03578,36.28433,2015
S2751,115.71,29.28,2018
S7182,-155.3046194,19.8330333,2017
S7447,-119.097777,56.26112706,2016
S2951,-87.3538,20.4421,2013
S5369,-155.3261611,19.8219194,2017
S6061,-116.921555,53.33712817,2016
S2803,-87.3484,20.4429,2013
S4414,-47.9275,-25.10083333,2019
S6772,-155.3099972,19.8326083,2017
S1373,-23.69083333,15.18027778,2009
S1268,126.1166667,47.93333333,2017
S7559,-119.099106,56.24936834,2016
S6298,-119.097777,56.26112706,2016
S2226,107.41,35.12,2013
S4579,-119.680605,54.81207452,2016
S3153,-155.3102889,19.8328028,2017
S2720,34.375167,-18.9413833,2014
S1390,3.01889,39.83495,2018
S3183,107.1805,36.7236,2010
S1956,112.29,35.2,2016
S7152,-119.099106,56.24936834,2016
S4622,10.405344,50.971664,2011
S1821,112.28,35.1,2016
S6545,116.1025,5.405833333,2012
S5703,34.183483,-19.01925,2014
S4176,-155.3046194,19.8330333,2017
S4343,34.45098,-18.937819,2014
S3807,109.5333333,19.47361111,2018
S5539,-155.3170028,19.8208167,2017
S6225,-155.3046194,19.8333267,2017
S3933,4.990793,50.887179,2018
S1779,109.1894444,22.41388889,2018
S5220,-155.3261611,19.8219194,2017
S6361,-117.970426,54.58351057,2016
S5318,114.19036,33.36277,2015
S5798,-155.3251139,19.82215833,2017
S1221,-5.026944444,6.216111111,2019
S5381,9.460072222,48.4587139,2011
S3657,-117.970426,54.58351057,2016
S4355,-155.3251139,19.82215833,2017
S956,112.29,35.2,2016
S7318,-155.3070028,19.8329472,2017
S961,-113.35,48.4666667,NA_
S2634,19.788944,60.365067,2015
S2315,9.460072222,48.4587139,2011
S3186,46.85,24.98277778,2020
S1139,108.1666667,34.35,2015
S1240,20.164211,60.074033,2015
S1408,-15.83305556,11.27416667,2018
S2837,27.66222222,-11.47944444,2012
S3698,9.460072222,48.4587139,2011
S4103,10.417922,51.271275,2011
S1482,-75.61666667,20.00638889,2017
S4104,103.7866667,22.32138889,2012
S5793,-155.3176528,19.8207917,2017
S2019,126.0333333,44.86666667,2017
S4938,111.8695575,26.7627964,2014
S1057,30.68472222,-1.657777778,2018
S4457,9.460072222,48.4587139,2011
S3085,118.2227,42.1321,2010
S4983,127.1833333,46.6,2017
S1470,114.979,36.28419,2015
S4407,-155.3159722,19.8209611,2017
S3817,121.3512,43.3201,2010
S1469,114.88472,37.82851,2015
S1303,126.1166667,47.93333333,2017
S7012,27.2624,58.2986,2009
S1433,-22.92111111,16.80527778,2009
S1632,13.05944444,47.56083333,2018
S3772,113.1677,39.827,2010
S6952,-155.3261611,19.8219194,2017
S2760,111.1031,39.7674,2010
S6847,-155.3046194,19.8333267,2017
S5409,-155.3070028,19.8329472,2017
S1760,117.62931,37.00356,2015
S6156,-155.3102889,19.8328028,2017
S2444,-113.35,48.4666667,NA_
S7401,14.65694444,37.90694444,2012
S5281,-155.3046194,19.8330333,2017
S7671,-119.99912,54.66892,2016
S4385,19.789147,60.365367,2015
S6822,27.2624,58.2986,2009
S3081,105.4775,24.80888889,2018
S1453,-118.762735,54.51051497,2016
S1474,117.70531,37.02925,2015
S2783,125.6666667,44,2017
S4621,109.3211,36.9715,2010
S2125,112.29,35.2,2016
S2249,103.9577,36.3664,2010
S1133,115.62792,33.22595,2015
S1277,78.14555556,30.45,2012
S5922,-155.3251139,19.82215833,2017
S7709,27.2624,58.2986,2009
S1863,-73.37,45.72,2011
S7628,-118.042189,54.55991094,2016
S3907,25.30083333,0.296111111,2018
S6573,126.8333333,48.33333333,2017
S2292,9.460072222,48.4587139,2011
S1002,115.00036,36.25369,2015
S6011,27.2624,58.2986,2009
S4583,-116.593305,54.20218352,2016
S4408,-155.3102889,19.8328028,2017
S1048,29.20061667,-26.00788333,2017
S2065,109.7878,38.1021,2010
S4332,29.47722222,-20.01861111,2012
S6739,-155.3102889,19.8328028,2017
S1946,-117.968734,54.58128419,2016
S6705,-155.3251139,19.82215833,2017
S5219,-155.3261611,19.8219194,2017
S5515,-116.593305,54.20218352,2016
S3102,-45.21666667,-23.435,2019
S2785,109.4094444,18.33138889,2018
S6372,-118.671365,53.98799828,2016
S3638,111.0386111,29.6544444,2012
S1932,30.73944444,-1.881666667,2018
S4851,-155.3046194,19.8333267,2017
S6419,-3.468333333,57.00694444,2012
S4759,-155.3176528,19.8207917,2017
S2618,-71.63416667,42.52444444,2015
S1900,108.7977778,18.48027778,2018
S5224,9.460072222,48.4587139,2011
S4089,110.2907,37.4586,2010
S2518,110.3036111,22.64055556,2018
S3240,-155.3170028,19.8208167,2017
S7425,-72.1875,42.4836111,2016
S1321,35.38583333,-1.6025,2018
S1509,108.7977778,18.48027778,2018
S5036,9.460072222,48.4587139,2011
S1084,-6.529697222,5.014222222,2012
S3350,-119.099106,56.24936834,2016
S3641,26.205,-33.48916667,2016
S1761,108.1666667,34.35,2015
S6784,-155.3261611,19.8219194,2017
S1985,126.8425,45.845556,2014
S6227,-155.3176528,19.8207917,2017
S2500,112.29,35.2,2016
S5827,-155.3010472,19.8330056,2017
S2201,116.9172633,28.2448664,2014
S2602,-2.833333,37.4,2011
S5553,-116.375,33.65055556,2019
S4409,-155.3070028,19.8329472,2017
S5287,106.2369,35.6899,2010
S1839,-61.74472222,16.18555556,2018
S5897,-119.69187,54.81258,2016
S5893,9.460072222,48.4587139,2011
S2630,108.066667,34.283333,2016
S1889,-73.37,45.72,2011
S5825,-155.3263889,19.82154722,2017
S1380,115.50631,33.22105,2015
S2632,115.71,29.28,2018
S6726,-155.3046194,19.8330333,2017
S1534,29.18606667,-25.99536667,2017
S1930,119.93831,36.61856,2015
S4151,-155.3170028,19.8208167,2017
S4037,126.8425,45.845556,2014
S7372,-64.185914,-31.560943,2015
S6768,-155.3170028,19.8208167,2017
S5507,-118.671365,53.98799828,2016
S7457,-119.99912,54.66892,2016
S994,121.4348,45.5688,2010
S4471,-116.593305,54.20218352,2016
S1593,-87.19333333,21.21,2010
S2481,111.9218,40.7757,2010
S2428,105.4794444,24.75805556,2018
S2648,115.56705,33.25602,2015
S4927,-155.3251139,19.82215833,2017
S4202,-155.3099972,19.8326083,2017
S6413,-119.69187,54.81258,2016
S5163,4.93656,50.84995,2018
S5985,-155.3176528,19.8207917,2017
S2284,-64.185656,-31.560563,2015
S2527,-6.695,32.02361111,2015
S3527,119.4425,30.32166667,2012
S1818,4.96052,50.86117,2018
S4318,9.460072222,48.4587139,2011
S1179,110.6186111,19.59666667,2018
S2492,104.8676,36.9917,2010
S4171,-155.3251139,19.82215833,2017
S5923,-155.3010472,19.8330056,2017
S6031,2.886666667,49.40805556,2018
S3032,19.927419,60.347128,2015
S1357,-155.3010472,19.8330056,2017
S6733,-155.3046194,19.8333267,2017
S6754,-155.3102889,19.8328028,2017
S4390,-155.3070028,19.8329472,2017
S4291,20.165811,60.074156,2015
S3436,-155.3159722,19.8209611,2017
S3161,126.8425,45.845556,2014
