Mean_R2_Random,StDev_R2_Random,Mean_RMSE_Random,StDev_RMSE_Random,Mean_MAE_Random,StDev_MAE_Random,cName,Mean_R2_Spatial,StDev_R2_Spatial,Mean_RMSE_Spatial,StDev_RMSE_Spatial,Mean_MAE_Spatial,StDev_MAE_Spatial
0.5989566049139752,0.0162650128334292,0.906293124104321,0.01949510943493751,0.6655224142015672,0.01233522358679498,ectomycorrhizal_richness_rf_VPS10_LP10_REGRESSION,0.2745724261285771,0.09800517340849632,1.1626173547742193,0.08643685328020803,0.9154360997787829,0.0953745909045311
0.5915586939616514,0.016736255456141814,0.9146047850958106,0.019655882604689784,0.6728487939096314,0.012700064068189193,ectomycorrhizal_richness_rf_VPS10_LP12_REGRESSION,0.26893438744389037,0.0975332776367074,1.1672928925916002,0.08668336863567264,0.9201220554097713,0.0945268712798412
0.6303713210400586,0.015687056113222245,0.8700131314600436,0.01731265329727952,0.6336046621962192,0.011045648997658291,ectomycorrhizal_richness_rf_VPS10_LP2_REGRESSION,0.27582317346661556,0.10223730377740708,1.1617054254732628,0.09438765375346395,0.916236668312491,0.1046551432174345
0.6243079453090099,0.016178774110935216,0.87712631620577,0.01836077533869619,0.6406535358492849,0.012068022595158694,ectomycorrhizal_richness_rf_VPS10_LP4_REGRESSION,0.28210959107720346,0.10247775059272796,1.1561888577767625,0.08918900476560959,0.9079006263504299,0.09729877253912984
0.6161196136144257,0.01604747518284186,0.8866631722029503,0.018890419419262658,0.6492383632017035,0.012321918584181964,ectomycorrhizal_richness_rf_VPS10_LP6_REGRESSION,0.27672240322655417,0.09374146251531179,1.1613089329966417,0.0848363475189632,0.9117477960376184,0.09572484115882877
0.6074905702374679,0.016397422055078246,0.8965726511002352,0.019128073844799698,0.6570321021560444,0.012589727000272334,ectomycorrhizal_richness_rf_VPS10_LP8_REGRESSION,0.2746417124002202,0.09757440326153238,1.1626201881092046,0.08595248288196032,0.9156548480887841,0.09382234760066258
0.6028882026164911,0.016544854665638525,0.9018329205834392,0.02011080132897512,0.6614945862701106,0.012517509070270274,ectomycorrhizal_richness_rf_VPS12_LP10_REGRESSION,0.27399837260844384,0.10568251782606503,1.1626339078028138,0.09140480071413841,0.913306335351449,0.09756165527930726
0.5962495934221443,0.01690285336067567,0.9093352674269717,0.02023883866309969,0.6679584787075648,0.012656891385416582,ectomycorrhizal_richness_rf_VPS12_LP12_REGRESSION,0.2682209477484141,0.10350228214031743,1.167274005873622,0.08885904624772567,0.9188777286732147,0.09658747245915769
0.630398077994997,0.015466572516697504,0.8699801884259856,0.016605171309513327,0.6328634560185169,0.010711475262668586,ectomycorrhizal_richness_rf_VPS12_LP2_REGRESSION,0.28168301242847477,0.10779298078362011,1.1561303202498046,0.09158228079406498,0.9062906564285736,0.09784088731696762
0.6260072996431474,0.01662757879592958,0.8751173220703375,0.018519222819456997,0.6386118671136446,0.01221611106545433,ectomycorrhizal_richness_rf_VPS12_LP4_REGRESSION,0.2742229095874584,0.10922380044819191,1.161967808309898,0.09185133320314874,0.9127818072746132,0.09953802836428022
0.6185479652806845,0.015503495161739938,0.8838648533433892,0.018387397189272698,0.6459753379827959,0.011632853177207726,ectomycorrhizal_richness_rf_VPS12_LP6_REGRESSION,0.27621078469374905,0.10320014527289494,1.160791337117886,0.08727272041436276,0.9115065665006441,0.09478156537907338
0.6105951266810529,0.01616904434438245,0.8930294098917961,0.019266371865368406,0.6546067845030804,0.012333330411187905,ectomycorrhizal_richness_rf_VPS12_LP8_REGRESSION,0.2699870439746249,0.10130960304904561,1.1659663285085433,0.08651281719566116,0.9174599984343832,0.09742358545932604
0.5669275304723865,0.016301525256136744,0.9418230823718492,0.019431618639892904,0.6979535703622344,0.01258122572668144,ectomycorrhizal_richness_rf_VPS4_LP10_REGRESSION,0.2655172179575276,0.0902439370875537,1.1711106226617238,0.08854472182802102,0.9261349051664501,0.09052253772650641
0.5571991968353315,0.015921364368487484,0.952356654833179,0.01894725283294412,0.7068090216755016,0.012214636545277815,ectomycorrhizal_richness_rf_VPS4_LP12_REGRESSION,0.2623988146239581,0.09011392575161582,1.1737927707423403,0.09116644225918175,0.9290321149777927,0.09399099252807416
0.6183916812863728,0.016089239167681017,0.8840127912236921,0.01807095918381978,0.6461227504668645,0.012191627902353576,ectomycorrhizal_richness_rf_VPS4_LP2_REGRESSION,0.27497483651950805,0.08592470089975097,1.1641591612112205,0.09123645394989366,0.9166782036137586,0.09950262489639722
0.6054007062098673,0.016137084356307594,0.8989585135876984,0.018436647539567523,0.6607461585867896,0.012498764395003309,ectomycorrhizal_richness_rf_VPS4_LP4_REGRESSION,0.27111036979061487,0.0862482422133786,1.166976640921841,0.08809434385787898,0.9224997319551032,0.09604692312184888
0.5904676441030509,0.015258585157938665,0.9158526515845878,0.017772915138552496,0.6754035651134758,0.012042095292595003,ectomycorrhizal_richness_rf_VPS4_LP6_REGRESSION,0.2727785436162272,0.0926142235369339,1.1653109344028334,0.09235735228299244,0.9212839097016392,0.09779394195637872
0.5770477120882299,0.016005271830183982,0.9307431885185128,0.018879860614350666,0.6877827499394535,0.012534681988203789,ectomycorrhizal_richness_rf_VPS4_LP8_REGRESSION,0.27169720877778786,0.09210726247159638,1.1662034546807722,0.0917989087409713,0.9220160236146228,0.09624642751502241
