Mean_R2_Random,StDev_R2_Random,Mean_RMSE_Random,StDev_RMSE_Random,Mean_MAE_Random,StDev_MAE_Random,cName,Mean_R2_Spatial,StDev_R2_Spatial,Mean_RMSE_Spatial,StDev_RMSE_Spatial,Mean_MAE_Spatial,StDev_MAE_Spatial
0.598013822747769,0.041399198646546426,0.5544666141515775,0.03433280362204032,0.4103923816074221,0.018785223143582518,arbuscular_mycorrhizal_richness_rf_VPS10_LP10_REGRESSION,0.1257786509445686,0.2509411011298455,0.7865896294282779,0.12064668517174268,0.6357427945780587,0.09557767553489545
0.5911019063188077,0.041904831553770346,0.5592804187132765,0.03558556653299927,0.4140785808063918,0.01974270931957502,arbuscular_mycorrhizal_richness_rf_VPS10_LP12_REGRESSION,0.126900419687676,0.2449725838103838,0.7868975337131467,0.11789961403835128,0.6371459952917307,0.09349734857109393
0.6160928074387079,0.048882677903311286,0.5412767404074357,0.03626589558624244,0.39730120108167066,0.019594774616907906,arbuscular_mycorrhizal_richness_rf_VPS10_LP2_REGRESSION,0.07905883820809646,0.34920304145336317,0.7911139711354744,0.08426739334789098,0.6418417535185867,0.06032187169299414
0.6127007045568363,0.046715979160479086,0.5437900861463378,0.035135668553382675,0.3995406347040378,0.0181235294544016,arbuscular_mycorrhizal_richness_rf_VPS10_LP4_REGRESSION,0.0954150340572808,0.3061394830996008,0.7903987909621035,0.0986855780982831,0.6419020566151821,0.07243918291577671
0.6070454184781753,0.043782897464261394,0.5480242693675417,0.03522061053437244,0.4030358530802077,0.01794259890866722,arbuscular_mycorrhizal_richness_rf_VPS10_LP6_REGRESSION,0.12909062364305854,0.25414658809301793,0.7834521975902068,0.11156326261503452,0.6347602888994982,0.08838866028368095
0.601686915047745,0.04200000807348076,0.551841947375393,0.03380614572070859,0.40689097658605256,0.018051977478670243,arbuscular_mycorrhizal_richness_rf_VPS10_LP8_REGRESSION,0.11960124821295672,0.26485623250058493,0.7861149388780567,0.1087704421182954,0.6365566330966694,0.08446252213665746
0.597884199004553,0.043479919761197985,0.5544209920838676,0.034793171587521605,0.4093059756265963,0.01920144907224873,arbuscular_mycorrhizal_richness_rf_VPS12_LP10_REGRESSION,0.10502406018629494,0.28011103783574737,0.7903505828531312,0.10855330465169988,0.6404837627082709,0.08277101303058361
0.5935946757953852,0.04237346445663576,0.5574458486355761,0.03424671627764514,0.41218063013629075,0.018748343427895293,arbuscular_mycorrhizal_richness_rf_VPS12_LP12_REGRESSION,0.11512579151342965,0.2641991724480969,0.7893144557369298,0.11395698140895785,0.6388705061076558,0.08728376079269846
0.6150028453806365,0.049090375341023174,0.5420113034467662,0.03588781164464211,0.3976799149106395,0.019661165627052696,arbuscular_mycorrhizal_richness_rf_VPS12_LP2_REGRESSION,0.08206484843669587,0.34364856285855583,0.791390725247067,0.09576146036408707,0.63947169340086,0.0664357499497321
0.6136255223422391,0.04557650708789492,0.5431802053280598,0.034513267369662134,0.3989557903361588,0.017930850777874468,arbuscular_mycorrhizal_richness_rf_VPS12_LP4_REGRESSION,0.12007882067223291,0.2684273729249879,0.7849699361952838,0.10801208758805882,0.6348636155085872,0.08123647023788043
0.6085305603947819,0.043902704444469275,0.5469121133031367,0.03434462261522886,0.40229763364718246,0.017947936905117503,arbuscular_mycorrhizal_richness_rf_VPS12_LP6_REGRESSION,0.11802686942628456,0.26487918234564184,0.7872114974168791,0.1132536366440981,0.6361307254035841,0.08810262225657522
0.6042906620906561,0.043563664358113624,0.5499276294189108,0.03457542198407608,0.4053934494628934,0.01860378222244595,arbuscular_mycorrhizal_richness_rf_VPS12_LP8_REGRESSION,0.11531438478267655,0.2717390403470245,0.7875197535175325,0.1120741628829565,0.6361110652990971,0.08379371345169
0.579182366511996,0.04007658100146859,0.5675686493086005,0.03557191021370308,0.42319188504354877,0.02033033956373722,arbuscular_mycorrhizal_richness_rf_VPS4_LP10_REGRESSION,0.1589200415794516,0.21915898883965038,0.7773723538752806,0.1187990822434055,0.6266931871169248,0.09653969241610705
0.5700174532364495,0.04036093153061753,0.5738067028813667,0.036760516712786476,0.4291537300643024,0.020814782260415287,arbuscular_mycorrhizal_richness_rf_VPS4_LP12_REGRESSION,0.1583096161885845,0.2146403760011642,0.7789416651952625,0.11997087162180868,0.62775643879117,0.10007626100489651
0.6126572944004719,0.047170819865987305,0.5439058807035768,0.036674633919192075,0.4000024408387799,0.02004051810394764,arbuscular_mycorrhizal_richness_rf_VPS4_LP2_REGRESSION,0.15627487403837442,0.2592261481466913,0.7686698455709465,0.09767722861860306,0.6197710478600658,0.07680064761377776
0.6062257221111493,0.043350111278828596,0.5486908587542555,0.03567792346246548,0.4050204392184257,0.018814072085477633,arbuscular_mycorrhizal_richness_rf_VPS4_LP4_REGRESSION,0.16699131022981795,0.23627384403689466,0.7685053759522276,0.10842913952100622,0.6213633217871561,0.08704641464696171
0.5963398538237868,0.04128390368487262,0.555694979302839,0.035050363973235917,0.4115690891740627,0.01927688078729333,arbuscular_mycorrhizal_richness_rf_VPS4_LP6_REGRESSION,0.14405854358263326,0.24795199136832263,0.7780040909739097,0.10706249184384393,0.6299412227695832,0.08197500886077065
0.5870085218199733,0.039924061442937774,0.56222381406866,0.03520935801373181,0.41784962733506176,0.01986837695753952,arbuscular_mycorrhizal_richness_rf_VPS4_LP8_REGRESSION,0.17434088699170228,0.21479198074103215,0.769535932576919,0.11557730308725299,0.6203530466683198,0.09320235893511565
0.5902926351278841,0.04182675954030541,0.5598561966743398,0.03565877023203293,0.415430176082936,0.019736855233209408,arbuscular_mycorrhizal_richness_rf_VPS6_LP10_REGRESSION,0.14151051205182985,0.24155451573179468,0.7802108910389018,0.11480609168791574,0.6317096631040429,0.09101753943855889
0.5829844424098836,0.041257632890579314,0.5649296331450725,0.036190415849481294,0.4202012168469297,0.020732394841214,arbuscular_mycorrhizal_richness_rf_VPS6_LP12_REGRESSION,0.13984243060136026,0.24194789879417414,0.7815265998747744,0.11654036503352042,0.6320985879058167,0.09137342923556346
0.6146508217218325,0.04889762967715268,0.5422899775771828,0.03615472994717325,0.39851757293880474,0.019299308798128093,arbuscular_mycorrhizal_richness_rf_VPS6_LP2_REGRESSION,0.13078641764419402,0.2827076749481065,0.7770544625506253,0.09480394549779536,0.6266713678632108,0.07092727078122328
0.6096778672930372,0.04418484587513025,0.5460824042930199,0.034159557821335805,0.40210660338515486,0.01800201377935253,arbuscular_mycorrhizal_richness_rf_VPS6_LP4_REGRESSION,0.1365525653713709,0.2593125063555398,0.7790354155121668,0.1088132715837005,0.6286489201309164,0.08800309382619557
0.6040662363346885,0.04105416507604198,0.5502420860448756,0.03395037134070307,0.40617525922188413,0.017963268071291304,arbuscular_mycorrhizal_richness_rf_VPS6_LP6_REGRESSION,0.15575363528893968,0.2515352223200991,0.7708030834109904,0.10857580802385756,0.6234035634078788,0.0861707164601273
0.5952745657990107,0.04131031360750837,0.5563588666305969,0.03401091429178376,0.4117051774225062,0.01880271607127367,arbuscular_mycorrhizal_richness_rf_VPS6_LP8_REGRESSION,0.15362774094029552,0.23612198624795028,0.7754832030800666,0.1147171997973597,0.6263537048329118,0.0927328875501812
0.5951024800963329,0.04185762379316376,0.5564999411177951,0.03520547468727076,0.41175782792412574,0.019317526268143127,arbuscular_mycorrhizal_richness_rf_VPS8_LP10_REGRESSION,0.13418880718404957,0.2569455590234728,0.7814488145567076,0.11128340474989434,0.6328175316061129,0.084015782085647
0.5883059603493103,0.041658630762394115,0.5612022902601781,0.03528086816013326,0.416220257686048,0.019283019783846132,arbuscular_mycorrhizal_richness_rf_VPS8_LP12_REGRESSION,0.13192224980175166,0.25862278906864433,0.7816288303231592,0.10657166301715133,0.6330845663099723,0.08339000113077201
0.6158440180175461,0.04767952473147059,0.5415461254074285,0.03614916390427437,0.39776038855303547,0.019858841356012173,arbuscular_mycorrhizal_richness_rf_VPS8_LP2_REGRESSION,0.11550399979188175,0.28968505690914764,0.7833422646121095,0.0978773923889449,0.633808572537625,0.07087407444772113
0.6127541670373109,0.04419997671594664,0.5439365725855567,0.034713598556159575,0.39925362069002096,0.017988059321280985,arbuscular_mycorrhizal_richness_rf_VPS8_LP4_REGRESSION,0.1340467748729173,0.26520616888400234,0.7792922524112896,0.10910611922520848,0.6305698117191133,0.08215575509685633
0.6065014751652659,0.043392084384479626,0.5484024545526427,0.03454209946099709,0.4038085804422556,0.01794727590845497,arbuscular_mycorrhizal_richness_rf_VPS8_LP6_REGRESSION,0.14241546121369128,0.25453423257359176,0.7771229435044398,0.10727352974384588,0.6287097381499906,0.08111760121521255
0.5998858677840119,0.0424497966338968,0.5531033050615903,0.034760028395850566,0.4086871249097035,0.018788469071879487,arbuscular_mycorrhizal_richness_rf_VPS8_LP8_REGRESSION,0.11665755421185096,0.26849274116529287,0.7883044393270944,0.11537814905363032,0.6386879897038442,0.08650613916619994
