Mean_R2_Random,StDev_R2_Random,Mean_RMSE_Random,StDev_RMSE_Random,Mean_MAE_Random,StDev_MAE_Random,cName,Mean_R2_Spatial,StDev_R2_Spatial,Mean_RMSE_Spatial,StDev_RMSE_Spatial,Mean_MAE_Spatial,StDev_MAE_Spatial
0.5607731412869552,0.034802400897767455,0.5798661801688427,0.029544692785580823,0.4312702662320147,0.018279340780156455,arbuscular_mycorrhizal_richness_rf_VPS10_LP10_REGRESSION,0.2037078177813209,0.1785034018050041,0.7770136346951209,0.12647167739479026,0.6166682836710334,0.11007750398252632
0.5547093160889176,0.03465914269188526,0.5839543666495189,0.031067223073848516,0.43545195707446516,0.018840248170317035,arbuscular_mycorrhizal_richness_rf_VPS10_LP12_REGRESSION,0.21743454203651674,0.1638222525696349,0.7737852801164727,0.1373850608028069,0.6139906685536696,0.11679207269286179
0.5910080288110149,0.040200814703551364,0.5590901714429879,0.029198363704591848,0.411626087178255,0.01593197958981282,arbuscular_mycorrhizal_richness_rf_VPS10_LP2_REGRESSION,0.24389716340620565,0.14896075683444296,0.7595169734043149,0.12409288225738674,0.6015068313999373,0.10763713228916001
0.5842778079747682,0.039385347272107914,0.5637137138345972,0.028274846193903806,0.4162115812198535,0.015996346783757085,arbuscular_mycorrhizal_richness_rf_VPS10_LP4_REGRESSION,0.21831913377085727,0.1642323634392629,0.7708522550492184,0.12376569537576909,0.6109998725626381,0.10907481288855962
0.574540887043005,0.03778568233188399,0.5704813664861484,0.029381139066660057,0.42205581125900304,0.01712837486206589,arbuscular_mycorrhizal_richness_rf_VPS10_LP6_REGRESSION,0.2315734017365328,0.14840218396998942,0.7660240940905043,0.12585753715251716,0.6075931828090485,0.10868096635469292
0.5687257243245796,0.03504286889857394,0.5745661690428048,0.029731370326485002,0.42603883523418257,0.01755519117819741,arbuscular_mycorrhizal_richness_rf_VPS10_LP8_REGRESSION,0.21967036677039528,0.16195982336903525,0.7711541392388991,0.12836535397651008,0.6103560432268564,0.1106077638225789
0.5634836760223735,0.037010495122852094,0.5779781393031208,0.030287025135563472,0.4300261262244368,0.017947546581263126,arbuscular_mycorrhizal_richness_rf_VPS12_LP10_REGRESSION,0.22324331482647447,0.15259368732112785,0.7712849455032241,0.1340417116299071,0.611870460914527,0.115341350439834
0.5568740600666977,0.03763250723269182,0.5823807252781451,0.03157666854228914,0.4341428021816419,0.019337322178915848,arbuscular_mycorrhizal_richness_rf_VPS12_LP12_REGRESSION,0.21467458883316298,0.16637060641325918,0.773493838288617,0.13045768738217733,0.6131427624499617,0.11246323362612297
0.5916864304477667,0.04091935054236998,0.5585714971129684,0.02958222654018249,0.41205040144820815,0.01604060332379632,arbuscular_mycorrhizal_richness_rf_VPS12_LP2_REGRESSION,0.25084014027826707,0.14144027109734783,0.7568489596333042,0.12400930868119406,0.6004052196448865,0.10734425879479988
0.585096301134594,0.03872721738200623,0.5632244883666699,0.02890252238764364,0.4155595754141454,0.01664332012268658,arbuscular_mycorrhizal_richness_rf_VPS12_LP4_REGRESSION,0.23082746500668616,0.1589987294420218,0.7657312096685127,0.12763075470425836,0.6064558602620608,0.10974373724471137
