Mean_R2_Spatial,StDev_R2_Spatial,Mean_RMSE_Spatial,StDev_RMSE_Spatial,Mean_MAE_Spatial,StDev_MAE_Spatial,Mean_Alpha,cName,feature_set,env_arch,env_width,env_depth,env_dropout,spatial_mode,spatial_k,spatial_width,spatial_depth,spatial_dropout,activation,learning_rate,weight_decay,batch_size,huber_delta,huber_mix,alpha_l2,add_missing_indicators,val_strategy,max_epochs,patience
0.02638922929763794,0.14058165127530847,1.3516925811767577,0.15103399389325586,1.0594407856464385,0.13941739021834465,0.0,ectomycorrhizal_richness_spatialnet_EAplain_EW256_ED3_EDO0.3_SMnone_K0_SW64_SD1_SDO0.0_ACTsilu_LR0.0001_WD1e-05_BS256_HM0.8_HD1.0_AL20.01_MI0_VALrandom,alpha64_none_k0_mi0_valrandom,plain,256,3,0.3,none,0,64,1,0.0,silu,0.0001,1e-05,256,1.0,0.8,0.01,False,random,60,12
0.008357769250869751,0.10075286138835846,1.3663713812828064,0.14283479626965098,1.076735532283783,0.1251805926313156,0.0,ectomycorrhizal_richness_spatialnet_EAplain_EW192_ED1_EDO0.2_SMnone_K0_SW64_SD2_SDO0.1_ACTgelu_LR0.0003_WD0.0001_BS128_HM0.8_HD1.5_AL20.01_MI0_VALrandom,alpha64_none_k0_mi0_valrandom,plain,192,1,0.2,none,0,64,2,0.1,gelu,0.0003,0.0001,128,1.5,0.8,0.01,False,random,60,12
-0.03714871406555176,0.20774457626348078,1.391254472732544,0.1698477275997142,1.111769288778305,0.14792073606308714,0.49482389688491824,ectomycorrhizal_richness_spatialnet_EAplain_EW192_ED1_EDO0.2_SMrbf_K16_SW32_SD2_SDO0.0_ACTsilu_LR0.0001_WD0.001_BS128_HM0.6_HD1.5_AL20.1_MI0_VALrandom,alpha64_rbf_k16_mi0_valrandom,plain,192,1,0.2,rbf,16,32,2,0.0,silu,0.0001,0.001,128,1.5,0.6,0.1,False,random,60,12
