Mean_R2_Random,StDev_R2_Random,Mean_RMSE_Random,StDev_RMSE_Random,Mean_MAE_Random,StDev_MAE_Random,cName,Mean_R2_Spatial,StDev_R2_Spatial,Mean_RMSE_Spatial,StDev_RMSE_Spatial,Mean_MAE_Spatial,StDev_MAE_Spatial
0.598013822747769,0.041399198646546426,0.5544666141515775,0.03433280362204032,0.4103923816074221,0.018785223143582518,arbuscular_mycorrhizal_richness_rf_VPS10_LP10_REGRESSION,0.20776691076461798,0.2341603931644107,0.7668957442410299,0.12048178527957198,0.6110803692557354,0.09597206170783705
0.5911019063188077,0.041904831553770346,0.5592804187132765,0.03558556653299927,0.4140785808063918,0.01974270931957502,arbuscular_mycorrhizal_richness_rf_VPS10_LP12_REGRESSION,0.19578855736302966,0.24962527828492426,0.771850494809936,0.127102875980936,0.616065160468412,0.10186789488362068
0.6160928074387079,0.048882677903311286,0.5412767404074357,0.03626589558624244,0.39730120108167066,0.019594774616907906,arbuscular_mycorrhizal_richness_rf_VPS10_LP2_REGRESSION,0.16881094336644062,0.3384831627545262,0.7716462926773019,0.10969547433027016,0.6160861426847932,0.08650782304462021
0.6127007045568363,0.046715979160479086,0.5437900861463378,0.035135668553382675,0.3995406347040378,0.0181235294544016,arbuscular_mycorrhizal_richness_rf_VPS10_LP4_REGRESSION,0.17971977748410553,0.2978309614150105,0.770451679351031,0.10825029002530633,0.6163027987861036,0.08237917201302503
0.6070454184781753,0.043782897464261394,0.5480242693675417,0.03522061053437244,0.4030358530802077,0.01794259890866722,arbuscular_mycorrhizal_richness_rf_VPS10_LP6_REGRESSION,0.19800967031134775,0.26794588117035084,0.7663708368690624,0.11604871453647551,0.6115001208805578,0.0955775152227592
0.601686915047745,0.04200000807348076,0.551841947375393,0.03380614572070859,0.40689097658605256,0.018051977478670243,arbuscular_mycorrhizal_richness_rf_VPS10_LP8_REGRESSION,0.18550434029097287,0.26641488955904225,0.7733947976164803,0.1179119182771234,0.6172544627782142,0.09599107299572879
0.597884199004553,0.043479919761197985,0.5544209920838676,0.034793171587521605,0.4093059756265963,0.01920144907224873,arbuscular_mycorrhizal_richness_rf_VPS12_LP10_REGRESSION,0.1786222238995277,0.2775773123844754,0.7755619823899311,0.11900063663143409,0.6198125781992732,0.09259994208036282
0.5935946757953852,0.04237346445663576,0.5574458486355761,0.03424671627764514,0.41218063013629075,0.018748343427895293,arbuscular_mycorrhizal_richness_rf_VPS12_LP12_REGRESSION,0.18644654859948556,0.2588093120372732,0.7739905989167817,0.12030961255272046,0.6187894217266414,0.09534212192919507
0.6150028453806365,0.049090375341023174,0.5420113034467662,0.03588781164464211,0.3976799149106395,0.019661165627052696,arbuscular_mycorrhizal_richness_rf_VPS12_LP2_REGRESSION,0.1511413690830866,0.35694012825025023,0.7764041161639745,0.1100606970708956,0.6192535419121216,0.08637654116386688
0.6136255223422391,0.04557650708789492,0.5431802053280598,0.034513267369662134,0.3989557903361588,0.017930850777874468,arbuscular_mycorrhizal_richness_rf_VPS12_LP4_REGRESSION,0.1995850261492961,0.2580684542617025,0.7675798289169535,0.11837160527359689,0.6121015542511283,0.09120963181795087
